data,hora,n_placar_visitante,n_placar_casa,c_nome_estadio,c_time_casa,c_time_visitante,n_rodada,d_ano_campeonato,c_nome_campeonato
2016-05-22,15:59,2,3,Barradão,Vitoria,Corinthians,2,2016,Brasileirão 2016
2016-05-22,16:00,1,3,Arena Condá,Chapecoense,America-MG,2,2016,Brasileirão 2016
2016-05-22,16:00,2,1,Morumbi,Sao Paulo,Internacional,2,2016,Brasileirão 2016
2016-05-22,16:00,0,1,Arena do Grêmio,Gremio,Flamengo,2,2016,Brasileirão 2016
2016-05-22,18:34,1,1,Adelmar da Costa Carvalho,Sport,Botafogo-RJ,2,2016,Brasileirão 2016
2016-05-25,19:31,2,2,Orlando Scarpelli,Figueirense,Santos,3,2016,Brasileirão 2016
2016-05-25,19:31,1,2,Helenão,Botafogo-RJ,Athletico-PR,3,2016,Brasileirão 2016
2016-05-25,20:59,2,2,Estádio Municipal General Raulino de Oliveira,Flamengo,Chapecoense,3,2016,Brasileirão 2016
2016-05-25,21:00,1,1,Estádio Raimundo Sampaio,America-MG,Vitoria,3,2016,Brasileirão 2016
2016-05-25,21:45,1,4,Estádio do Arruda,Santa Cruz,Cruzeiro,3,2016,Brasileirão 2016
2016-05-25,21:46,1,1,Couto Pereira,Coritiba,Sao Paulo,3,2016,Brasileirão 2016
2016-05-25,21:47,0,2,Allianz Parque,Palmeiras,Fluminense,3,2016,Brasileirão 2016
2016-05-26,11:01,0,3,Neo Química Arena,Corinthians,Ponte Preta,3,2016,Brasileirão 2016
2016-05-26,15:59,0,1,Estádio José Pinheiro Borda,Internacional,Sport,3,2016,Brasileirão 2016
2016-05-26,21:00,3,0,Estádio Raimundo Sampaio,Atletico-MG,Gremio,3,2016,Brasileirão 2016
2016-05-28,15:59,1,1,Mineirão,Cruzeiro,America-MG,4,2016,Brasileirão 2016
2016-05-28,18:31,1,2,Estádio Joaquim Américo Guimarães,Athletico-PR,Figueirense,4,2016,Brasileirão 2016
2016-05-28,21:02,1,1,Arena Condá,Chapecoense,Santa Cruz,4,2016,Brasileirão 2016
2016-05-29,11:01,2,1,Moisés Lucarelli,Ponte Preta,Flamengo,4,2016,Brasileirão 2016
2016-05-29,11:03,2,0,Adelmar da Costa Carvalho,Sport,Corinthians,4,2016,Brasileirão 2016
2016-05-29,16:00,0,1,Estádio Municipal General Raulino de Oliveira,Fluminense,Botafogo-RJ,4,2016,Brasileirão 2016
2016-05-29,16:02,1,1,Itaipava Arena Fonte Nova,Vitoria,Atletico-MG,4,2016,Brasileirão 2016
2016-05-29,16:02,0,1,Morumbi,Sao Paulo,Palmeiras,4,2016,Brasileirão 2016
2016-05-29,18:30,0,2,Arena do Grêmio,Gremio,Coritiba,4,2016,Brasileirão 2016
2016-05-29,18:30,1,0,Estádio Urbano Caldeira,Santos,Internacional,4,2016,Brasileirão 2016
2016-06-01,19:30,0,1,Estádio José Pinheiro Borda,Internacional,Athletico-PR,5,2016,Brasileirão 2016
2016-06-01,20:59,4,3,Vila Capanema,Coritiba,Chapecoense,5,2016,Brasileirão 2016
2016-06-01,21:01,1,0,Estádio do Arruda,Santa Cruz,Sport,5,2016,Brasileirão 2016
2016-06-01,21:02,0,1,Neo Química Arena,Corinthians,Santos,5,2016,Brasileirão 2016
2016-06-01,21:45,1,1,Estádio Raimundo Sampaio,Atletico-MG,Fluminense,5,2016,Brasileirão 2016
2016-06-01,21:45,1,0,Estádio Nacional de Brasília,Botafogo-RJ,Cruzeiro,5,2016,Brasileirão 2016
2016-06-01,21:46,0,1,Orlando Scarpelli,Figueirense,Sao Paulo,5,2016,Brasileirão 2016
2016-06-02,19:29,2,1,Estádio Raimundo Sampaio,America-MG,Ponte Preta,5,2016,Brasileirão 2016
2016-06-02,20:59,0,1,Estádio Municipal General Raulino de Oliveira,Flamengo,Vitoria,5,2016,Brasileirão 2016
2016-06-02,21:02,3,4,Estádio Municipal Paulo Machado de Carvalho,Palmeiras,Gremio,5,2016,Brasileirão 2016
2016-06-04,16:01,0,1,Estádio Joaquim Américo Guimarães,Athletico-PR,Santa Cruz,6,2016,Brasileirão 2016
2016-06-04,20:31,0,0,Arena Condá,Chapecoense,Fluminense,6,2016,Brasileirão 2016
2016-06-04,20:34,1,2,Neo Química Arena,Corinthians,Coritiba,6,2016,Brasileirão 2016
2016-06-05,11:00,0,1,Estádio Raimundo Sampaio,America-MG,Figueirense,6,2016,Brasileirão 2016
2016-06-05,11:00,0,3,Estádio Municipal Paulo Machado de Carvalho,Santos,Botafogo-RJ,6,2016,Brasileirão 2016
2016-06-05,16:00,0,1,Barradão,Vitoria,Internacional,6,2016,Brasileirão 2016
2016-06-05,16:01,4,4,Adelmar da Costa Carvalho,Sport,Atletico-MG,6,2016,Brasileirão 2016
2016-06-05,16:01,0,1,Arena do Grêmio,Gremio,Ponte Preta,6,2016,Brasileirão 2016
2016-06-05,16:02,2,1,Estádio Nacional de Brasília,Flamengo,Palmeiras,6,2016,Brasileirão 2016
2016-06-05,18:29,1,0,Mineirão,Cruzeiro,Sao Paulo,6,2016,Brasileirão 2016
2016-06-11,16:00,1,3,Estádio José Pinheiro Borda,Internacional,America-MG,7,2016,Brasileirão 2016
2016-06-11,16:00,1,2,Moisés Lucarelli,Ponte Preta,Chapecoense,7,2016,Brasileirão 2016
2016-06-11,18:30,1,1,Estádio Municipal General Raulino de Oliveira,Fluminense,Gremio,7,2016,Brasileirão 2016
2016-06-11,21:00,2,1,Morumbi,Sao Paulo,Athletico-PR,7,2016,Brasileirão 2016
2016-06-12,11:01,1,1,Estádio Municipal General Raulino de Oliveira,Botafogo-RJ,Vitoria,7,2016,Brasileirão 2016
2016-06-12,11:04,2,3,Couto Pereira,Coritiba,Sport,7,2016,Brasileirão 2016
2016-06-12,16:00,3,2,Estádio Raimundo Sampaio,Atletico-MG,Cruzeiro,7,2016,Brasileirão 2016
2016-06-12,16:01,0,1,Allianz Parque,Palmeiras,Corinthians,7,2016,Brasileirão 2016
2016-06-12,16:02,0,1,Orlando Scarpelli,Figueirense,Flamengo,7,2016,Brasileirão 2016
2016-06-12,19:00,2,0,Estádio do Arruda,Santa Cruz,Santos,7,2016,Brasileirão 2016
2016-06-15,19:30,2,3,Moisés Lucarelli,Ponte Preta,Athletico-PR,8,2016,Brasileirão 2016
2016-06-15,19:31,3,3,Arena Condá,Chapecoense,Gremio,8,2016,Brasileirão 2016
2016-06-15,19:34,0,2,Morumbi,Sao Paulo,Vitoria,8,2016,Brasileirão 2016
2016-06-15,20:59,1,3,Estádio Municipal General Raulino de Oliveira,Botafogo-RJ,America-MG,8,2016,Brasileirão 2016
2016-06-15,21:00,0,1,Estádio do Arruda,Santa Cruz,Figueirense,8,2016,Brasileirão 2016
2016-06-15,21:02,0,2,Estádio Urbano Caldeira,Santos,Sport,8,2016,Brasileirão 2016
2016-06-15,21:45,2,2,Couto Pereira,Coritiba,Palmeiras,8,2016,Brasileirão 2016
2016-06-15,21:45,1,0,Mineirão,Cruzeiro,Flamengo,8,2016,Brasileirão 2016
2016-06-16,19:30,0,2,Estádio José Pinheiro Borda,Internacional,Atletico-MG,8,2016,Brasileirão 2016
2016-06-16,19:59,0,1,Estádio Nacional de Brasília,Fluminense,Corinthians,8,2016,Brasileirão 2016
2016-06-18,15:59,1,3,Allianz Parque,Palmeiras,Santa Cruz,9,2016,Brasileirão 2016
2016-06-18,18:02,0,1,Estádio Joaquim Américo Guimarães,Athletico-PR,Santos,9,2016,Brasileirão 2016
2016-06-18,21:00,1,2,Estádio Raimundo Sampaio,America-MG,Coritiba,9,2016,Brasileirão 2016
2016-06-19,11:00,0,3,Estádio Raimundo Sampaio,Atletico-MG,Ponte Preta,9,2016,Brasileirão 2016
2016-06-19,11:02,2,1,Barradão,Vitoria,Chapecoense,9,2016,Brasileirão 2016
2016-06-19,15:59,1,3,Neo Química Arena,Corinthians,Botafogo-RJ,9,2016,Brasileirão 2016
2016-06-19,15:59,1,2,Adelmar da Costa Carvalho,Sport,Fluminense,9,2016,Brasileirão 2016
2016-06-19,16:00,2,2,Estádio Nacional de Brasília,Flamengo,Sao Paulo,9,2016,Brasileirão 2016
2016-06-19,16:02,2,3,Orlando Scarpelli,Figueirense,Internacional,9,2016,Brasileirão 2016
2016-06-19,19:00,0,2,Arena do Grêmio,Gremio,Cruzeiro,9,2016,Brasileirão 2016
2016-06-21,21:30,0,2,Allianz Parque,Palmeiras,America-MG,10,2016,Brasileirão 2016
2016-06-22,19:30,4,0,Moisés Lucarelli,Ponte Preta,Cruzeiro,10,2016,Brasileirão 2016
2016-06-22,20:58,0,0,Helenão,Botafogo-RJ,Figueirense,10,2016,Brasileirão 2016
2016-06-22,21:01,1,0,Estádio do Arruda,Santa Cruz,Flamengo,10,2016,Brasileirão 2016
2016-06-22,21:45,4,2,Kléber Andrade,Fluminense,Santos,10,2016,Brasileirão 2016
2016-06-22,21:45,1,2,Mineirão,Atletico-MG,Corinthians,10,2016,Brasileirão 2016
2016-06-23,19:17,2,1,Arena do Grêmio,Gremio,Vitoria,10,2016,Brasileirão 2016
2016-06-23,19:32,0,0,Arena Condá,Chapecoense,Athletico-PR,10,2016,Brasileirão 2016
2016-06-23,21:01,0,0,Morumbi,Sao Paulo,Sport,10,2016,Brasileirão 2016
2016-06-23,21:32,1,1,Couto Pereira,Coritiba,Internacional,10,2016,Brasileirão 2016
2016-06-25,19:01,1,2,Mineirão,Cruzeiro,Palmeiras,11,2016,Brasileirão 2016
2016-06-25,20:59,1,2,Neo Química Arena,Corinthians,Santa Cruz,11,2016,Brasileirão 2016
2016-06-26,11:01,1,0,Estádio Raimundo Sampaio,America-MG,Atletico-MG,11,2016,Brasileirão 2016
2016-06-26,16:00,2,1,Arena das Dunas,Flamengo,Fluminense,11,2016,Brasileirão 2016
2016-06-26,16:00,1,1,Barradão,Vitoria,Ponte Preta,11,2016,Brasileirão 2016
2016-06-26,16:00,3,2,Estádio José Pinheiro Borda,Internacional,Botafogo-RJ,11,2016,Brasileirão 2016
2016-06-26,16:01,0,2,Estádio Joaquim Américo Guimarães,Athletico-PR,Gremio,11,2016,Brasileirão 2016
2016-06-26,16:07,0,3,Estádio Municipal Paulo Machado de Carvalho,Santos,Sao Paulo,11,2016,Brasileirão 2016
2016-06-26,18:32,0,0,Orlando Scarpelli,Figueirense,Coritiba,11,2016,Brasileirão 2016
2016-06-26,18:34,1,5,Adelmar da Costa Carvalho,Sport,Chapecoense,11,2016,Brasileirão 2016
2016-06-29,19:29,2,3,Barradão,Vitoria,Sport,12,2016,Brasileirão 2016
2016-06-29,19:30,0,1,Kléber Andrade,Flamengo,Internacional,12,2016,Brasileirão 2016
2016-06-29,19:30,2,3,Arena do Grêmio,Gremio,Santos,12,2016,Brasileirão 2016
2016-06-29,21:00,0,1,Couto Pereira,Coritiba,Athletico-PR,12,2016,Brasileirão 2016
2016-06-29,21:00,2,3,Arena Condá,Chapecoense,Cruzeiro,12,2016,Brasileirão 2016
2016-06-29,21:44,2,0,Estádio Raimundo Sampaio,America-MG,Corinthians,12,2016,Brasileirão 2016
2016-06-29,21:45,1,2,Morumbi,Sao Paulo,Fluminense,12,2016,Brasileirão 2016
2016-06-30,19:29,0,4,Allianz Parque,Palmeiras,Figueirense,12,2016,Brasileirão 2016
2016-06-30,19:31,3,0,Estádio do Arruda,Santa Cruz,Ponte Preta,12,2016,Brasileirão 2016
2016-06-30,20:59,3,5,Mineirão,Atletico-MG,Botafogo-RJ,12,2016,Brasileirão 2016
2016-07-02,16:00,0,0,Estádio Municipal General Raulino de Oliveira,Fluminense,Coritiba,13,2016,Brasileirão 2016
2016-07-02,18:30,0,1,Estádio Joaquim Américo Guimarães,Athletico-PR,America-MG,13,2016,Brasileirão 2016
2016-07-03,11:01,2,2,Mineirão,Cruzeiro,Vitoria,13,2016,Brasileirão 2016
2016-07-03,11:03,1,0,Estádio José Pinheiro Borda,Internacional,Gremio,13,2016,Brasileirão 2016
2016-07-03,15:59,0,4,Neo Química Arena,Corinthians,Flamengo,13,2016,Brasileirão 2016
2016-07-03,16:00,0,3,Estádio Urbano Caldeira,Santos,Chapecoense,13,2016,Brasileirão 2016
2016-07-03,16:00,0,1,Moisés Lucarelli,Ponte Preta,Sao Paulo,13,2016,Brasileirão 2016
2016-07-03,16:00,1,2,Helenão,Botafogo-RJ,Santa Cruz,13,2016,Brasileirão 2016
2016-07-03,19:00,1,1,Orlando Scarpelli,Figueirense,Atletico-MG,13,2016,Brasileirão 2016
2016-07-04,20:01,3,1,Adelmar da Costa Carvalho,Sport,Palmeiras,13,2016,Brasileirão 2016
2016-07-09,16:31,2,0,Arena Condá,Chapecoense,Corinthians,14,2016,Brasileirão 2016
2016-07-09,16:32,0,0,Couto Pereira,Coritiba,Botafogo-RJ,14,2016,Brasileirão 2016
2016-07-09,20:59,1,2,Moisés Lucarelli,Ponte Preta,Sport,14,2016,Brasileirão 2016
2016-07-10,11:00,1,2,Arena do Grêmio,Gremio,Figueirense,14,2016,Brasileirão 2016
2016-07-10,11:00,0,2,Estádio Nacional de Brasília,Flamengo,Atletico-MG,14,2016,Brasileirão 2016
2016-07-10,15:59,0,3,Morumbi,Sao Paulo,America-MG,14,2016,Brasileirão 2016
2016-07-10,16:00,0,1,Estádio do Arruda,Santa Cruz,Internacional,14,2016,Brasileirão 2016
2016-07-10,19:29,0,0,Barradão,Vitoria,Fluminense,14,2016,Brasileirão 2016
2016-07-11,20:00,3,0,Mineirão,Cruzeiro,Athletico-PR,14,2016,Brasileirão 2016
2016-07-12,20:33,1,1,Allianz Parque,Palmeiras,Santos,14,2016,Brasileirão 2016
2016-07-16,15:59,3,3,Luso-Brasileiro,Botafogo-RJ,Flamengo,15,2016,Brasileirão 2016
2016-07-16,18:33,1,3,Estádio Urbano Caldeira,Santos,Ponte Preta,15,2016,Brasileirão 2016
2016-07-17,11:01,3,0,Estádio Raimundo Sampaio,America-MG,Santa Cruz,15,2016,Brasileirão 2016
2016-07-17,16:00,1,1,Orlando Scarpelli,Figueirense,Chapecoense,15,2016,Brasileirão 2016
2016-07-17,16:00,0,2,Estádio Giulite Coutinho,Fluminense,Cruzeiro,15,2016,Brasileirão 2016
2016-07-17,16:00,1,1,Neo Química Arena,Corinthians,Sao Paulo,15,2016,Brasileirão 2016
2016-07-17,16:01,1,0,Estádio José Pinheiro Borda,Internacional,Palmeiras,15,2016,Brasileirão 2016
2016-07-17,16:01,1,1,Estádio Joaquim Américo Guimarães,Athletico-PR,Vitoria,15,2016,Brasileirão 2016
2016-07-17,18:31,2,4,Adelmar da Costa Carvalho,Sport,Gremio,15,2016,Brasileirão 2016
2016-07-18,19:59,1,2,Estádio Raimundo Sampaio,Atletico-MG,Coritiba,15,2016,Brasileirão 2016
2016-07-23,16:01,1,1,Neo Química Arena,Corinthians,Figueirense,16,2016,Brasileirão 2016
2016-07-23,18:30,1,0,Estádio do Arruda,Santa Cruz,Coritiba,16,2016,Brasileirão 2016
2016-07-24,11:00,1,0,Allianz Parque,Palmeiras,Atletico-MG,16,2016,Brasileirão 2016
2016-07-24,11:02,2,2,Moisés Lucarelli,Ponte Preta,Internacional,16,2016,Brasileirão 2016
2016-07-24,15:59,1,2,Arena Condá,Chapecoense,Botafogo-RJ,16,2016,Brasileirão 2016
2016-07-24,16:00,0,1,Arena do Grêmio,Gremio,Sao Paulo,16,2016,Brasileirão 2016
2016-07-24,16:00,2,1,Mineirão,Cruzeiro,Sport,16,2016,Brasileirão 2016
2016-07-24,16:02,0,1,Estádio Joaquim Américo Guimarães,Athletico-PR,Fluminense,16,2016,Brasileirão 2016
2016-07-24,18:30,3,2,Barradão,Vitoria,Santos,16,2016,Brasileirão 2016
2016-07-25,20:00,1,2,Kléber Andrade,Flamengo,America-MG,16,2016,Brasileirão 2016
2016-07-30,18:30,0,1,Orlando Scarpelli,Figueirense,Vitoria,17,2016,Brasileirão 2016
2016-07-30,18:30,0,2,Adelmar da Costa Carvalho,Sport,Athletico-PR,17,2016,Brasileirão 2016
2016-07-30,20:59,0,3,Estádio Raimundo Sampaio,Atletico-MG,Santa Cruz,17,2016,Brasileirão 2016
2016-07-31,10:59,0,3,Estádio Giulite Coutinho,Fluminense,Ponte Preta,17,2016,Brasileirão 2016
2016-07-31,11:00,2,2,Morumbi,Sao Paulo,Chapecoense,17,2016,Brasileirão 2016
2016-07-31,16:02,2,0,Couto Pereira,Coritiba,Flamengo,17,2016,Brasileirão 2016
2016-07-31,16:02,1,0,Estádio José Pinheiro Borda,Internacional,Corinthians,17,2016,Brasileirão 2016
2016-07-31,16:02,0,2,Estádio Urbano Caldeira,Santos,Cruzeiro,17,2016,Brasileirão 2016
2016-07-31,18:30,1,3,Luso-Brasileiro,Botafogo-RJ,Palmeiras,17,2016,Brasileirão 2016
2016-07-31,18:31,0,0,Estádio Raimundo Sampaio,America-MG,Gremio,17,2016,Brasileirão 2016
2016-08-03,19:30,1,3,Estádio Alberto Oliveira,Vitoria,Coritiba,18,2016,Brasileirão 2016
2016-08-03,19:31,1,1,Adelmar da Costa Carvalho,Sport,America-MG,18,2016,Brasileirão 2016
2016-08-03,21:47,0,0,Arena Pantanal,Santos,Flamengo,18,2016,Brasileirão 2016
2016-08-03,21:47,0,2,Estádio Joaquim Américo Guimarães,Athletico-PR,Corinthians,18,2016,Brasileirão 2016
2016-08-04,19:15,0,2,Moisés Lucarelli,Ponte Preta,Botafogo-RJ,18,2016,Brasileirão 2016
2016-08-04,19:29,0,0,Arena do Grêmio,Gremio,Santa Cruz,18,2016,Brasileirão 2016
2016-08-04,19:31,2,1,Morumbi,Sao Paulo,Atletico-MG,18,2016,Brasileirão 2016
2016-08-04,21:01,2,4,Estádio Raimundo Sampaio,Cruzeiro,Internacional,18,2016,Brasileirão 2016
2016-08-04,21:33,1,1,Arena Condá,Chapecoense,Palmeiras,18,2016,Brasileirão 2016
2016-08-06,18:30,0,1,Kléber Andrade,Flamengo,Athletico-PR,19,2016,Brasileirão 2016
2016-08-07,11:00,0,1,Estádio Raimundo Sampaio,America-MG,Santos,19,2016,Brasileirão 2016
2016-08-07,15:59,1,2,Allianz Parque,Palmeiras,Vitoria,19,2016,Brasileirão 2016
2016-08-07,16:00,1,3,Couto Pereira,Coritiba,Ponte Preta,19,2016,Brasileirão 2016
2016-08-07,16:15,2,1,Estádio do Arruda,Santa Cruz,Sao Paulo,19,2016,Brasileirão 2016
2016-08-07,16:17,2,2,Estádio José Pinheiro Borda,Internacional,Fluminense,19,2016,Brasileirão 2016
2016-08-07,18:31,1,1,Orlando Scarpelli,Figueirense,Sport,19,2016,Brasileirão 2016
2016-08-08,20:00,1,3,Estádio Raimundo Sampaio,Atletico-MG,Chapecoense,19,2016,Brasileirão 2016
2016-08-08,21:02,1,1,Estádio Municipal Paulo Machado de Carvalho,Corinthians,Cruzeiro,19,2016,Brasileirão 2016
2016-08-13,15:59,0,1,Arena de Pernambuco,Sport,Flamengo,20,2016,Brasileirão 2016
2016-08-13,18:32,0,2,Moisés Lucarelli,Ponte Preta,Figueirense,20,2016,Brasileirão 2016
2016-08-14,11:00,0,1,Kléber Andrade,Fluminense,America-MG,20,2016,Brasileirão 2016
2016-08-14,11:01,0,3,Arena do Grêmio,Gremio,Corinthians,20,2016,Brasileirão 2016
2016-08-14,15:58,2,2,Barradão,Vitoria,Santa Cruz,20,2016,Brasileirão 2016
2016-08-14,15:59,2,2,Estádio Raimundo Sampaio,Cruzeiro,Coritiba,20,2016,Brasileirão 2016
2016-08-14,16:02,0,3,Estádio Urbano Caldeira,Santos,Atletico-MG,20,2016,Brasileirão 2016
2016-08-14,16:18,1,0,Morumbi,Sao Paulo,Botafogo-RJ,20,2016,Brasileirão 2016
2016-08-14,18:30,1,0,Estádio Joaquim Américo Guimarães,Athletico-PR,Palmeiras,20,2016,Brasileirão 2016
2016-08-15,20:01,0,1,Arena Condá,Chapecoense,Internacional,20,2016,Brasileirão 2016
2016-08-19,21:30,2,1,Estádio Raimundo Sampaio,America-MG,Chapecoense,21,2016,Brasileirão 2016
2016-08-20,21:00,0,3,Helenão,Botafogo-RJ,Sport,21,2016,Brasileirão 2016
2016-08-21,10:59,0,1,Estádio Raimundo Sampaio,Atletico-MG,Athletico-PR,21,2016,Brasileirão 2016
2016-08-21,11:01,1,2,Estádio Nacional de Brasília,Flamengo,Gremio,21,2016,Brasileirão 2016
2016-08-21,15:58,2,2,Allianz Parque,Palmeiras,Ponte Preta,21,2016,Brasileirão 2016
2016-08-21,15:59,1,0,Estádio do Arruda,Santa Cruz,Fluminense,21,2016,Brasileirão 2016
2016-08-21,16:00,1,1,Estádio José Pinheiro Borda,Internacional,Sao Paulo,21,2016,Brasileirão 2016
2016-08-21,18:02,1,2,Couto Pereira,Coritiba,Santos,21,2016,Brasileirão 2016
2016-08-21,18:33,2,1,Orlando Scarpelli,Figueirense,Cruzeiro,21,2016,Brasileirão 2016
2016-08-22,20:02,1,2,Neo Química Arena,Corinthians,Vitoria,21,2016,Brasileirão 2016
2016-08-27,16:03,0,2,Moisés Lucarelli,Ponte Preta,Corinthians,22,2016,Brasileirão 2016
2016-08-28,11:00,1,0,Estádio Urbano Caldeira,Santos,Figueirense,22,2016,Brasileirão 2016
2016-08-28,11:01,0,2,Mineirão,Cruzeiro,Santa Cruz,22,2016,Brasileirão 2016
2016-08-28,15:59,1,1,Arena do Grêmio,Gremio,Atletico-MG,22,2016,Brasileirão 2016
2016-08-28,16:00,2,0,Estádio Nacional de Brasília,Fluminense,Palmeiras,22,2016,Brasileirão 2016
2016-08-28,16:01,0,0,Morumbi,Sao Paulo,Coritiba,22,2016,Brasileirão 2016
2016-08-28,16:02,3,1,Arena Condá,Chapecoense,Flamengo,22,2016,Brasileirão 2016
2016-08-28,18:29,1,1,Arena de Pernambuco,Sport,Internacional,22,2016,Brasileirão 2016
2016-08-28,18:30,1,2,Itaipava Arena Fonte Nova,Vitoria,America-MG,22,2016,Brasileirão 2016
2016-08-29,20:00,0,1,Estádio Joaquim Américo Guimarães,Athletico-PR,Botafogo-RJ,22,2016,Brasileirão 2016
2016-09-03,16:00,2,3,Estádio Giulite Coutinho,Fluminense,Figueirense,18,2016,Brasileirão 2016
2016-09-04,16:00,1,2,Luso-Brasileiro,Botafogo-RJ,Gremio,19,2016,Brasileirão 2016
2016-09-07,16:00,2,2,Arena de Pernambuco,Santa Cruz,Chapecoense,23,2016,Brasileirão 2016
2016-09-07,16:00,0,1,Luso-Brasileiro,Botafogo-RJ,Fluminense,23,2016,Brasileirão 2016
2016-09-07,16:01,0,1,Orlando Scarpelli,Figueirense,Athletico-PR,23,2016,Brasileirão 2016
2016-09-07,19:30,1,2,Estádio Raimundo Sampaio,Atletico-MG,Vitoria,23,2016,Brasileirão 2016
2016-09-07,21:45,1,2,Allianz Parque,Palmeiras,Sao Paulo,23,2016,Brasileirão 2016
2016-09-07,21:45,0,4,Couto Pereira,Coritiba,Gremio,23,2016,Brasileirão 2016
2016-09-07,21:47,1,2,Kléber Andrade,Flamengo,Ponte Preta,23,2016,Brasileirão 2016
2016-09-08,19:32,0,3,Neo Química Arena,Corinthians,Sport,23,2016,Brasileirão 2016
2016-09-08,20:59,2,0,Estádio Raimundo Sampaio,America-MG,Cruzeiro,23,2016,Brasileirão 2016
2016-09-08,21:00,1,2,Estádio José Pinheiro Borda,Internacional,Santos,23,2016,Brasileirão 2016
2016-09-10,18:30,2,1,Barradão,Vitoria,Flamengo,24,2016,Brasileirão 2016
2016-09-11,11:02,1,3,Morumbi,Sao Paulo,Figueirense,24,2016,Brasileirão 2016
2016-09-11,11:03,0,1,Arena Condá,Chapecoense,Coritiba,24,2016,Brasileirão 2016
2016-09-11,16:00,2,0,Mineirão,Cruzeiro,Botafogo-RJ,24,2016,Brasileirão 2016
2016-09-11,16:00,1,2,Estádio Joaquim Américo Guimarães,Athletico-PR,Internacional,24,2016,Brasileirão 2016
2016-09-11,16:01,3,5,Adelmar da Costa Carvalho,Sport,Santa Cruz,24,2016,Brasileirão 2016
2016-09-11,16:01,1,2,Estádio Urbano Caldeira,Santos,Corinthians,24,2016,Brasileirão 2016
2016-09-11,18:29,0,0,Arena do Grêmio,Gremio,Palmeiras,24,2016,Brasileirão 2016
2016-09-11,18:31,1,1,Moisés Lucarelli,Ponte Preta,America-MG,24,2016,Brasileirão 2016
2016-09-12,20:00,2,4,Estádio Giulite Coutinho,Fluminense,Atletico-MG,24,2016,Brasileirão 2016
2016-09-14,19:30,1,0,Luso-Brasileiro,Botafogo-RJ,Santos,25,2016,Brasileirão 2016
2016-09-14,19:31,2,2,Orlando Scarpelli,Figueirense,America-MG,25,2016,Brasileirão 2016
2016-09-14,21:00,0,1,Estádio do Arruda,Santa Cruz,Athletico-PR,25,2016,Brasileirão 2016
2016-09-14,21:01,0,3,Moisés Lucarelli,Ponte Preta,Gremio,25,2016,Brasileirão 2016
2016-09-14,21:46,1,1,Couto Pereira,Coritiba,Corinthians,25,2016,Brasileirão 2016
2016-09-14,21:46,1,1,Allianz Parque,Palmeiras,Flamengo,25,2016,Brasileirão 2016
2016-09-15,19:29,2,1,Estádio Giulite Coutinho,Fluminense,Chapecoense,25,2016,Brasileirão 2016
2016-09-15,19:30,0,1,Estádio Raimundo Sampaio,Atletico-MG,Sport,25,2016,Brasileirão 2016
2016-09-15,20:59,1,0,Estádio José Pinheiro Borda,Internacional,Vitoria,25,2016,Brasileirão 2016
2016-09-15,21:01,0,1,Morumbi,Sao Paulo,Cruzeiro,25,2016,Brasileirão 2016
2016-09-17,16:02,2,0,Neo Química Arena,Corinthians,Palmeiras,26,2016,Brasileirão 2016
2016-09-18,11:03,0,2,Estádio Municipal Paulo Machado de Carvalho,Flamengo,Figueirense,26,2016,Brasileirão 2016
2016-09-18,16:00,1,1,Mineirão,Cruzeiro,Atletico-MG,26,2016,Brasileirão 2016
2016-09-18,16:00,1,0,Arena do Grêmio,Gremio,Fluminense,26,2016,Brasileirão 2016
2016-09-18,16:00,0,1,Estádio Joaquim Américo Guimarães,Athletico-PR,Sao Paulo,26,2016,Brasileirão 2016
2016-09-18,16:01,1,0,Adelmar da Costa Carvalho,Sport,Coritiba,26,2016,Brasileirão 2016
2016-09-18,16:01,2,2,Arena Condá,Chapecoense,Ponte Preta,26,2016,Brasileirão 2016
2016-09-18,18:30,2,3,Estádio Municipal Paulo Machado de Carvalho,Santos,Santa Cruz,26,2016,Brasileirão 2016
2016-09-18,18:31,1,0,Barradão,Vitoria,Botafogo-RJ,26,2016,Brasileirão 2016
2016-09-19,19:59,0,1,Estádio Raimundo Sampaio,America-MG,Internacional,26,2016,Brasileirão 2016
2016-09-24,15:59,1,2,Allianz Parque,Palmeiras,Coritiba,27,2016,Brasileirão 2016
2016-09-24,18:34,0,1,Adelmar da Costa Carvalho,Sport,Santos,27,2016,Brasileirão 2016
2016-09-24,21:13,0,1,Estádio Raimundo Sampaio,America-MG,Botafogo-RJ,27,2016,Brasileirão 2016
2016-09-25,11:01,0,3,Estádio Joaquim Américo Guimarães,Athletico-PR,Ponte Preta,27,2016,Brasileirão 2016
2016-09-25,11:02,1,3,Orlando Scarpelli,Figueirense,Santa Cruz,27,2016,Brasileirão 2016
2016-09-25,15:59,0,2,Barradão,Vitoria,Sao Paulo,27,2016,Brasileirão 2016
2016-09-25,16:00,1,0,Neo Química Arena,Corinthians,Fluminense,27,2016,Brasileirão 2016
2016-09-25,16:00,0,1,Arena do Grêmio,Gremio,Chapecoense,27,2016,Brasileirão 2016
2016-09-25,16:02,1,2,Kléber Andrade,Flamengo,Cruzeiro,27,2016,Brasileirão 2016
2016-09-25,18:31,1,3,Estádio Raimundo Sampaio,Atletico-MG,Internacional,27,2016,Brasileirão 2016
