data,hora,n_placar_visitante,n_placar_casa,c_nome_estadio,c_time_casa,c_time_visitante,n_rodada,d_ano_campeonato,c_nome_campeonato
2018-09-16,11:00,0,1,Estádio Nilton Santos,Botafogo-RJ,America-MG,25,2018,Brasileirão 2018
2018-09-16,16:00,0,0,Mineirão,Cruzeiro,Atletico-MG,25,2018,Brasileirão 2018
2018-09-16,16:00,1,3,Estádio Joaquim Américo Guimarães,Athletico-PR,Fluminense,25,2018,Brasileirão 2018
2018-09-16,16:01,1,1,Itaipava Arena Fonte Nova,Bahia,Palmeiras,25,2018,Brasileirão 2018
2018-09-16,16:03,0,0,Estádio Urbano Caldeira,Santos,Sao Paulo,25,2018,Brasileirão 2018
2018-09-16,19:00,1,2,Neo Química Arena,Corinthians,Sport,25,2018,Brasileirão 2018
2018-09-17,20:00,1,2,Arena Condá,Chapecoense,Internacional,25,2018,Brasileirão 2018
2018-09-22,16:00,1,1,Morumbi,Sao Paulo,America-MG,26,2018,Brasileirão 2018
2018-09-23,11:00,2,3,Arena do Grêmio,Gremio,Ceara,26,2018,Brasileirão 2018
2018-09-23,16:00,0,3,Estádio Joaquim Américo Guimarães,Athletico-PR,Parana,26,2018,Brasileirão 2018
2018-09-23,16:00,1,2,Maracanã,Flamengo,Atletico-MG,26,2018,Brasileirão 2018
2018-09-23,16:02,1,1,Neo Química Arena,Corinthians,Internacional,26,2018,Brasileirão 2018
2018-09-23,17:59,1,0,Adelmar da Costa Carvalho,Sport,Palmeiras,26,2018,Brasileirão 2018
2018-09-23,18:01,4,3,Barradão,Vitoria,Botafogo-RJ,26,2018,Brasileirão 2018
2018-09-23,18:58,1,2,Mineirão,Cruzeiro,Santos,26,2018,Brasileirão 2018
2018-09-24,20:00,2,1,Arena Condá,Chapecoense,Fluminense,26,2018,Brasileirão 2018
2018-09-24,20:00,1,2,Estádio Vasco da Gama,Vasco,Bahia,26,2018,Brasileirão 2018
2018-09-27,20:01,1,1,Estádio Municipal Paulo Machado de Carvalho,Santos,Vasco,3,2018,Brasileirão 2018
2018-09-29,16:00,1,0,Estádio Nilton Santos,Fluminense,Gremio,27,2018,Brasileirão 2018
2018-09-29,19:00,0,0,Estádio Raimundo Sampaio,America-MG,Corinthians,27,2018,Brasileirão 2018
2018-09-29,21:00,0,0,Itaipava Arena Fonte Nova,Bahia,Flamengo,27,2018,Brasileirão 2018
2018-09-30,11:00,1,3,Estádio Municipal Paulo Machado de Carvalho,Palmeiras,Cruzeiro,27,2018,Brasileirão 2018
2018-09-30,15:59,2,5,Estádio Raimundo Sampaio,Atletico-MG,Sport,27,2018,Brasileirão 2018
2018-09-30,16:00,1,2,Estádio José Pinheiro Borda,Internacional,Vitoria,27,2018,Brasileirão 2018
2018-09-30,16:01,0,1,Estádio Urbano Caldeira,Santos,Athletico-PR,27,2018,Brasileirão 2018
2018-09-30,16:02,2,2,Estádio Nilton Santos,Botafogo-RJ,Sao Paulo,27,2018,Brasileirão 2018
2018-09-30,19:00,1,3,Arena Castelão,Ceara,Chapecoense,27,2018,Brasileirão 2018
2018-10-01,19:59,1,1,Vila Capanema,Parana,Vasco,27,2018,Brasileirão 2018
2018-10-05,19:01,1,2,Adelmar da Costa Carvalho,Sport,Internacional,28,2018,Brasileirão 2018
2018-10-05,21:00,3,0,Neo Química Arena,Corinthians,Flamengo,28,2018,Brasileirão 2018
2018-10-05,21:30,1,0,Barradão,Vitoria,Santos,28,2018,Brasileirão 2018
2018-10-06,16:00,0,1,Arena Condá,Chapecoense,Atletico-MG,28,2018,Brasileirão 2018
2018-10-06,16:02,0,4,Estádio Joaquim Américo Guimarães,Athletico-PR,America-MG,28,2018,Brasileirão 2018
2018-10-06,18:00,2,0,Morumbi,Sao Paulo,Palmeiras,28,2018,Brasileirão 2018
2018-10-06,21:00,2,2,Arena do Grêmio,Gremio,Bahia,28,2018,Brasileirão 2018
2018-10-08,19:59,0,4,Maracanã,Fluminense,Parana,28,2018,Brasileirão 2018
2018-10-09,21:00,1,1,Estádio Nilton Santos,Botafogo-RJ,Vasco,28,2018,Brasileirão 2018
2018-10-13,17:00,0,3,Maracanã,Flamengo,Fluminense,29,2018,Brasileirão 2018
2018-10-13,19:00,0,1,Estádio Municipal Paulo Machado de Carvalho,Santos,Corinthians,29,2018,Brasileirão 2018
2018-10-13,21:00,0,2,Estádio de Pituaçu,Bahia,Parana,29,2018,Brasileirão 2018
2018-10-14,11:00,1,0,Arena Condá,Chapecoense,Vitoria,29,2018,Brasileirão 2018
2018-10-14,16:00,0,2,Estádio Vasco da Gama,Vasco,Cruzeiro,29,2018,Brasileirão 2018
2018-10-14,16:00,1,3,Estádio José Pinheiro Borda,Internacional,Sao Paulo,29,2018,Brasileirão 2018
2018-10-14,16:00,0,2,Estádio Municipal Paulo Machado de Carvalho,Palmeiras,Gremio,29,2018,Brasileirão 2018
2018-10-14,18:59,0,4,Estádio Joaquim Américo Guimarães,Athletico-PR,Sport,29,2018,Brasileirão 2018
2018-10-14,19:00,0,0,Estádio Raimundo Sampaio,Atletico-MG,America-MG,29,2018,Brasileirão 2018
2018-10-15,20:00,0,0,Arena Castelão,Ceara,Botafogo-RJ,29,2018,Brasileirão 2018
2018-10-20,15:59,1,1,Estádio Raimundo Sampaio,America-MG,Gremio,30,2018,Brasileirão 2018
2018-10-20,16:01,1,0,Estádio Nilton Santos,Botafogo-RJ,Bahia,30,2018,Brasileirão 2018
2018-10-20,18:59,0,0,Morumbi,Sao Paulo,Athletico-PR,30,2018,Brasileirão 2018
2018-10-20,19:00,1,2,Adelmar da Costa Carvalho,Sport,Vasco,30,2018,Brasileirão 2018
2018-10-21,16:00,2,2,Barradão,Vitoria,Corinthians,30,2018,Brasileirão 2018
2018-10-21,16:01,0,1,Estádio Nilton Santos,Fluminense,Atletico-MG,30,2018,Brasileirão 2018
2018-10-21,16:01,1,2,Estádio Municipal Paulo Machado de Carvalho,Palmeiras,Ceara,30,2018,Brasileirão 2018
2018-10-21,18:59,0,3,Estádio Raimundo Sampaio,Cruzeiro,Chapecoense,30,2018,Brasileirão 2018
2018-10-21,19:00,4,0,Vila Capanema,Parana,Flamengo,30,2018,Brasileirão 2018
2018-10-22,20:03,2,2,Estádio José Pinheiro Borda,Internacional,Santos,30,2018,Brasileirão 2018
2018-10-24,19:31,2,0,Mineirão,Cruzeiro,Ceara,28,2018,Brasileirão 2018
2018-10-26,19:31,1,0,Barradão,Vitoria,Sao Paulo,31,2018,Brasileirão 2018
2018-10-26,21:30,1,1,Estádio Vasco da Gama,Vasco,Internacional,31,2018,Brasileirão 2018
2018-10-27,16:29,0,3,Estádio Urbano Caldeira,Santos,Fluminense,31,2018,Brasileirão 2018
2018-10-27,16:30,4,3,Arena do Grêmio,Gremio,Sport,31,2018,Brasileirão 2018
2018-10-27,19:00,0,1,Arena Condá,Chapecoense,America-MG,31,2018,Brasileirão 2018
2018-10-27,19:00,1,1,Maracanã,Flamengo,Palmeiras,31,2018,Brasileirão 2018
2018-10-27,19:01,1,2,Neo Química Arena,Corinthians,Bahia,31,2018,Brasileirão 2018
2018-10-27,19:59,1,2,Estádio Joaquim Américo Guimarães,Athletico-PR,Botafogo-RJ,31,2018,Brasileirão 2018
2018-10-27,20:59,1,3,Mineirão,Cruzeiro,Parana,31,2018,Brasileirão 2018
2018-10-29,20:01,1,2,Arena Castelão,Ceara,Atletico-MG,31,2018,Brasileirão 2018
2018-11-03,17:00,1,0,Maracanã,Fluminense,Vasco,32,2018,Brasileirão 2018
2018-11-03,17:00,1,0,Estádio Raimundo Sampaio,Atletico-MG,Gremio,32,2018,Brasileirão 2018
2018-11-03,18:59,2,3,Allianz Parque,Palmeiras,Santos,32,2018,Brasileirão 2018
2018-11-04,16:59,0,1,Estádio Nilton Santos,Botafogo-RJ,Corinthians,32,2018,Brasileirão 2018
2018-11-04,17:00,2,1,Estádio Raimundo Sampaio,America-MG,Cruzeiro,32,2018,Brasileirão 2018
2018-11-04,17:00,2,2,Morumbi,Sao Paulo,Flamengo,32,2018,Brasileirão 2018
2018-11-04,17:01,1,1,Vila Capanema,Parana,Vitoria,32,2018,Brasileirão 2018
2018-11-04,18:59,1,2,Estádio José Pinheiro Borda,Internacional,Athletico-PR,32,2018,Brasileirão 2018
2018-11-04,19:00,0,1,Itaipava Arena Fonte Nova,Bahia,Chapecoense,32,2018,Brasileirão 2018
2018-11-05,20:01,0,1,Adelmar da Costa Carvalho,Sport,Ceara,32,2018,Brasileirão 2018
2018-11-10,17:00,1,0,Estádio Raimundo Sampaio,America-MG,Parana,33,2018,Brasileirão 2018
2018-11-10,17:02,1,1,Neo Química Arena,Corinthians,Sao Paulo,33,2018,Brasileirão 2018
2018-11-10,19:00,1,2,Estádio Nilton Santos,Botafogo-RJ,Flamengo,33,2018,Brasileirão 2018
2018-11-10,19:01,0,2,Estádio Joaquim Américo Guimarães,Athletico-PR,Cruzeiro,33,2018,Brasileirão 2018
2018-11-11,16:59,2,2,Barradão,Vitoria,Bahia,33,2018,Brasileirão 2018
2018-11-11,17:00,1,1,Estádio Raimundo Sampaio,Atletico-MG,Palmeiras,33,2018,Brasileirão 2018
2018-11-11,17:00,1,2,Arena do Grêmio,Gremio,Vasco,33,2018,Brasileirão 2018
2018-11-11,17:01,1,1,Arena Castelão,Ceara,Internacional,33,2018,Brasileirão 2018
2018-11-11,18:59,0,0,Maracanã,Fluminense,Sport,33,2018,Brasileirão 2018
2018-11-12,20:00,1,0,Estádio Municipal Paulo Machado de Carvalho,Santos,Chapecoense,33,2018,Brasileirão 2018
2018-11-14,19:30,1,1,Estádio Vasco da Gama,Vasco,Athletico-PR,34,2018,Brasileirão 2018
2018-11-14,21:00,1,2,Itaipava Arena Fonte Nova,Bahia,Ceara,34,2018,Brasileirão 2018
2018-11-14,21:00,1,0,Vila Capanema,Parana,Atletico-MG,34,2018,Brasileirão 2018
2018-11-14,21:45,0,0,Adelmar da Costa Carvalho,Sport,Vitoria,34,2018,Brasileirão 2018
2018-11-14,21:45,0,3,Allianz Parque,Palmeiras,Fluminense,34,2018,Brasileirão 2018
2018-11-14,21:45,0,1,Mineirão,Cruzeiro,Corinthians,34,2018,Brasileirão 2018
2018-11-15,17:00,1,0,Arena Condá,Chapecoense,Botafogo-RJ,34,2018,Brasileirão 2018
2018-11-15,17:00,0,1,Maracanã,Flamengo,Santos,34,2018,Brasileirão 2018
2018-11-15,18:59,1,1,Morumbi,Sao Paulo,Gremio,34,2018,Brasileirão 2018
2018-11-15,21:00,0,2,Estádio José Pinheiro Borda,Internacional,America-MG,34,2018,Brasileirão 2018
2018-11-17,18:59,0,1,Neo Química Arena,Corinthians,Vasco,35,2018,Brasileirão 2018
2018-11-17,18:59,2,1,Barradão,Vitoria,Athletico-PR,35,2018,Brasileirão 2018
2018-11-17,21:00,0,1,Estádio Raimundo Sampaio,Atletico-MG,Bahia,35,2018,Brasileirão 2018
2018-11-18,17:00,1,1,Estádio do Café,Parana,Palmeiras,35,2018,Brasileirão 2018
2018-11-18,17:01,1,2,Estádio Raimundo Sampaio,America-MG,Santos,35,2018,Brasileirão 2018
2018-11-18,17:01,1,0,Adelmar da Costa Carvalho,Sport,Flamengo,35,2018,Brasileirão 2018
2018-11-18,17:01,0,1,Estádio Nilton Santos,Botafogo-RJ,Internacional,35,2018,Brasileirão 2018
2018-11-18,19:00,0,1,Morumbi,Sao Paulo,Cruzeiro,35,2018,Brasileirão 2018
2018-11-18,19:00,0,2,Arena do Grêmio,Gremio,Chapecoense,35,2018,Brasileirão 2018
2018-11-19,20:00,0,0,Maracanã,Fluminense,Ceara,35,2018,Brasileirão 2018
2018-11-21,19:30,2,1,Estádio José Pinheiro Borda,Internacional,Atletico-MG,36,2018,Brasileirão 2018
2018-11-21,21:00,1,1,Estádio Urbano Caldeira,Santos,Botafogo-RJ,36,2018,Brasileirão 2018
2018-11-21,21:45,0,1,Estádio Joaquim Américo Guimarães,Athletico-PR,Corinthians,36,2018,Brasileirão 2018
2018-11-21,21:45,0,2,Maracanã,Flamengo,Gremio,36,2018,Brasileirão 2018
2018-11-21,21:45,0,3,Mineirão,Cruzeiro,Vitoria,36,2018,Brasileirão 2018
2018-11-21,21:46,0,4,Allianz Parque,Palmeiras,America-MG,36,2018,Brasileirão 2018
2018-11-22,20:00,0,2,Estádio Vasco da Gama,Vasco,Sao Paulo,36,2018,Brasileirão 2018
2018-11-22,21:00,1,2,Arena Condá,Chapecoense,Sport,36,2018,Brasileirão 2018
2018-11-22,21:01,0,1,Arena Castelão,Ceara,Parana,36,2018,Brasileirão 2018
2018-11-22,21:01,0,2,Itaipava Arena Fonte Nova,Bahia,Fluminense,36,2018,Brasileirão 2018
2018-11-24,20:01,2,3,Estádio Urbano Caldeira,Santos,Atletico-MG,37,2018,Brasileirão 2018
2018-11-25,17:00,2,0,Mineirão,Cruzeiro,Flamengo,37,2018,Brasileirão 2018
2018-11-25,17:01,2,2,Estádio Joaquim Américo Guimarães,Athletico-PR,Ceara,37,2018,Brasileirão 2018
2018-11-25,17:01,0,0,Barradão,Vitoria,Gremio,37,2018,Brasileirão 2018
2018-11-25,17:01,1,0,Estádio Vasco da Gama,Vasco,Palmeiras,37,2018,Brasileirão 2018
2018-11-25,18:59,0,2,Estádio José Pinheiro Borda,Internacional,Fluminense,37,2018,Brasileirão 2018
2018-11-25,19:00,0,1,Estádio Raimundo Sampaio,America-MG,Bahia,37,2018,Brasileirão 2018
2018-11-25,19:01,0,0,Neo Química Arena,Corinthians,Chapecoense,37,2018,Brasileirão 2018
2018-11-26,20:00,1,2,Estádio Nilton Santos,Botafogo-RJ,Parana,37,2018,Brasileirão 2018
2018-11-26,20:01,0,0,Morumbi,Sao Paulo,Sport,37,2018,Brasileirão 2018
2018-12-01,19:00,2,1,Maracanã,Flamengo,Athletico-PR,38,2018,Brasileirão 2018
2018-12-01,19:00,0,1,Estádio Raimundo Sampaio,Atletico-MG,Botafogo-RJ,38,2018,Brasileirão 2018
2018-12-02,17:00,0,0,Estádio de Pituaçu,Bahia,Cruzeiro,38,2018,Brasileirão 2018
2018-12-02,17:00,1,1,Vila Capanema,Parana,Internacional,38,2018,Brasileirão 2018
2018-12-02,17:00,2,3,Allianz Parque,Palmeiras,Vitoria,38,2018,Brasileirão 2018
2018-12-02,17:04,0,0,Arena Castelão,Ceara,Vasco,38,2018,Brasileirão 2018
2018-12-02,17:04,0,1,Arena do Grêmio,Gremio,Corinthians,38,2018,Brasileirão 2018
2018-12-02,17:04,1,2,Adelmar da Costa Carvalho,Sport,Santos,38,2018,Brasileirão 2018
2018-12-02,17:04,0,1,Maracanã,Fluminense,America-MG,38,2018,Brasileirão 2018
2018-12-02,17:04,0,1,Arena Condá,Chapecoense,Sao Paulo,38,2018,Brasileirão 2018
2019-04-27,16:02,0,2,Morumbi,Sao Paulo,Botafogo-RJ,1,2019,Brasileirão 2019
2019-04-27,19:00,1,2,Estádio Raimundo Sampaio,Atletico-MG,Avai,1,2019,Brasileirão 2019
2019-04-27,19:01,0,2,Arena Condá,Chapecoense,Internacional,1,2019,Brasileirão 2019
2019-04-27,21:00,1,3,Maracanã,Flamengo,Cruzeiro,1,2019,Brasileirão 2019
2019-04-28,11:03,2,1,Arena do Grêmio,Gremio,Santos,1,2019,Brasileirão 2019
2019-04-28,16:00,0,4,Arena Castelão,Ceara,CSA,1,2019,Brasileirão 2019
2019-04-28,16:01,2,3,Itaipava Arena Fonte Nova,Bahia,Corinthians,1,2019,Brasileirão 2019
2019-04-28,16:03,1,4,Estádio Joaquim Américo Guimarães,Athletico-PR,Vasco,1,2019,Brasileirão 2019
2019-04-28,19:00,0,4,Allianz Parque,Palmeiras,Fortaleza,1,2019,Brasileirão 2019
2019-04-28,19:27,1,0,Maracanã,Fluminense,Goias,1,2019,Brasileirão 2019
2019-05-01,16:00,1,1,Estádio Rei Pelé,CSA,Palmeiras,2,2019,Brasileirão 2019
2019-05-01,16:01,1,2,Estádio José Pinheiro Borda,Internacional,Flamengo,2,2019,Brasileirão 2019
2019-05-01,16:01,0,1,Neo Química Arena,Corinthians,Chapecoense,2,2019,Brasileirão 2019
2019-05-01,19:15,0,1,Mineirão,Cruzeiro,Ceara,2,2019,Brasileirão 2019
2019-05-01,19:17,1,1,Ressacada,Avai,Gremio,2,2019,Brasileirão 2019
2019-05-01,21:31,2,1,Estádio do Governo do Estado de Goiás (Serra Dourada),Goias,Sao Paulo,2,2019,Brasileirão 2019
2019-05-01,21:31,2,1,Estádio Vasco da Gama,Vasco,Atletico-MG,2,2019,Brasileirão 2019
2019-05-01,21:31,1,2,Arena Castelão,Fortaleza,Athletico-PR,2,2019,Brasileirão 2019
2019-05-02,19:15,1,2,Estádio Urbano Caldeira,Santos,Fluminense,2,2019,Brasileirão 2019
2019-05-02,20:01,2,3,Estádio Nilton Santos,Botafogo-RJ,Bahia,2,2019,Brasileirão 2019
2019-05-04,19:00,0,1,Allianz Parque,Palmeiras,Internacional,3,2019,Brasileirão 2019
2019-05-04,19:01,1,1,Arena da Amazônia,Vasco,Corinthians,3,2019,Brasileirão 2019
2019-05-04,21:01,2,1,Arena Castelão,Ceara,Atletico-MG,3,2019,Brasileirão 2019
2019-05-05,12:03,1,1,Arena Condá,Chapecoense,Athletico-PR,3,2019,Brasileirão 2019
2019-05-05,16:00,0,1,Estádio Nilton Santos,Botafogo-RJ,Fortaleza,3,2019,Brasileirão 2019
2019-05-05,16:00,0,0,Estádio Rei Pelé,CSA,Santos,3,2019,Brasileirão 2019
2019-05-05,16:00,1,2,Mineirão,Cruzeiro,Goias,3,2019,Brasileirão 2019
2019-05-05,16:01,1,1,Morumbi,Sao Paulo,Flamengo,3,2019,Brasileirão 2019
2019-05-05,19:00,5,4,Arena do Grêmio,Gremio,Fluminense,3,2019,Brasileirão 2019
2019-05-05,19:00,0,1,Itaipava Arena Fonte Nova,Bahia,Avai,3,2019,Brasileirão 2019
2019-05-11,16:01,1,0,Maracanã,Fluminense,Botafogo-RJ,4,2019,Brasileirão 2019
2019-05-11,19:01,0,0,Neo Química Arena,Corinthians,Gremio,4,2019,Brasileirão 2019
2019-05-11,21:01,1,2,Estádio do Governo do Estado de Goiás (Serra Dourada),Goias,Ceara,4,2019,Brasileirão 2019
2019-05-12,10:53,2,0,Mineirão,Atletico-MG,Palmeiras,4,2019,Brasileirão 2019
2019-05-12,11:00,1,2,Maracanã,Flamengo,Chapecoense,4,2019,Brasileirão 2019
2019-05-12,16:01,1,3,Estádio José Pinheiro Borda,Internacional,Cruzeiro,4,2019,Brasileirão 2019
2019-05-12,16:02,0,3,Estádio Municipal Paulo Machado de Carvalho,Santos,Vasco,4,2019,Brasileirão 2019
2019-05-12,19:00,0,1,Estádio Joaquim Américo Guimarães,Athletico-PR,Bahia,4,2019,Brasileirão 2019
2019-05-12,19:00,1,0,Arena Castelão,Fortaleza,Sao Paulo,4,2019,Brasileirão 2019
2019-05-12,19:01,0,0,Ressacada,Avai,CSA,4,2019,Brasileirão 2019
2019-05-18,18:00,1,4,Maracanã,Fluminense,Cruzeiro,5,2019,Brasileirão 2019
2019-05-18,19:00,1,2,Estádio Raimundo Sampaio,Atletico-MG,Flamengo,5,2019,Brasileirão 2019
2019-05-18,19:01,0,4,Estádio Municipal Paulo Machado de Carvalho,Palmeiras,Santos,5,2019,Brasileirão 2019
2019-05-19,11:02,0,0,Morumbi,Sao Paulo,Bahia,5,2019,Brasileirão 2019
2019-05-19,16:00,2,0,Estádio Joaquim Américo Guimarães,Athletico-PR,Corinthians,5,2019,Brasileirão 2019
2019-05-19,16:00,3,1,Arena Condá,Chapecoense,Fortaleza,5,2019,Brasileirão 2019
2019-05-19,16:01,0,2,Estádio José Pinheiro Borda,Internacional,CSA,5,2019,Brasileirão 2019
2019-05-19,16:01,0,1,Estádio do Governo do Estado de Goiás (Serra Dourada),Goias,Botafogo-RJ,5,2019,Brasileirão 2019
2019-05-19,18:59,1,1,Estádio Vasco da Gama,Vasco,Avai,5,2019,Brasileirão 2019
2019-05-19,19:00,1,2,Arena Castelão,Ceara,Gremio,5,2019,Brasileirão 2019
2019-05-25,16:00,1,0,Estádio Nacional de Brasília,Botafogo-RJ,Palmeiras,6,2019,Brasileirão 2019
2019-05-25,19:00,0,1,Arena do Grêmio,Gremio,Atletico-MG,6,2019,Brasileirão 2019
2019-05-26,16:01,0,0,Estádio Urbano Caldeira,Santos,Internacional,6,2019,Brasileirão 2019
2019-05-26,16:02,2,3,Maracanã,Flamengo,Athletico-PR,6,2019,Brasileirão 2019
2019-05-26,19:00,1,1,Arena Castelão,Fortaleza,Vasco,6,2019,Brasileirão 2019
2019-05-26,19:00,2,1,Estádio Raimundo Sampaio,Cruzeiro,Chapecoense,6,2019,Brasileirão 2019
2019-05-26,19:01,2,3,Itaipava Arena Fonte Nova,Bahia,Fluminense,6,2019,Brasileirão 2019
2019-05-26,19:01,0,1,Neo Química Arena,Corinthians,Sao Paulo,6,2019,Brasileirão 2019
2019-05-27,20:00,2,1,Ressacada,Avai,Ceara,6,2019,Brasileirão 2019
2019-05-27,20:01,0,1,Estádio Rei Pelé,CSA,Goias,6,2019,Brasileirão 2019
2019-06-01,16:01,0,2,Estádio Nilton Santos,Flamengo,Fortaleza,7,2019,Brasileirão 2019
2019-06-01,19:01,0,1,Estádio de Pituaçu,Bahia,Gremio,7,2019,Brasileirão 2019
2019-06-02,11:01,0,1,Estádio Nilton Santos,Botafogo-RJ,Vasco,7,2019,Brasileirão 2019
2019-06-02,16:00,1,1,Estádio Municipal Paulo Machado de Carvalho,Sao Paulo,Cruzeiro,7,2019,Brasileirão 2019
2019-06-02,16:03,1,0,Arena Castelão,Ceara,Santos,7,2019,Brasileirão 2019
2019-06-02,16:40,0,3,Estádio Joaquim Américo Guimarães,Athletico-PR,Fluminense,7,2019,Brasileirão 2019
2019-06-02,19:00,0,4,Estádio Raimundo Sampaio,Atletico-MG,CSA,7,2019,Brasileirão 2019
2019-06-02,19:00,2,1,Arena Condá,Chapecoense,Palmeiras,7,2019,Brasileirão 2019
2019-06-02,19:00,0,2,Estádio José Pinheiro Borda,Internacional,Avai,7,2019,Brasileirão 2019
2019-06-07,20:30,1,2,Estádio Vasco da Gama,Vasco,Internacional,8,2019,Brasileirão 2019
2019-06-08,16:30,0,1,Allianz Parque,Palmeiras,Athletico-PR,8,2019,Brasileirão 2019
2019-06-08,19:00,0,1,Estádio Francisco Stédile (Centenário),Gremio,Fortaleza,8,2019,Brasileirão 2019
2019-06-08,19:00,0,0,Mineirão,Cruzeiro,Corinthians,8,2019,Brasileirão 2019
2019-06-08,19:31,0,0,Arena Castelão,Ceara,Bahia,8,2019,Brasileirão 2019
2019-06-08,21:00,0,0,Ressacada,Avai,Sao Paulo,8,2019,Brasileirão 2019
2019-06-09,19:00,0,0,Maracanã,Fluminense,Flamengo,8,2019,Brasileirão 2019
2019-06-09,19:00,1,3,Estádio Urbano Caldeira,Santos,Atletico-MG,8,2019,Brasileirão 2019
2019-06-09,19:01,2,1,Estádio Rei Pelé,CSA,Botafogo-RJ,8,2019,Brasileirão 2019
2019-06-10,20:01,1,3,Estádio do Governo do Estado de Goiás (Serra Dourada),Goias,Chapecoense,8,2019,Brasileirão 2019
2019-06-12,19:17,1,0,Estádio Nilton Santos,Botafogo-RJ,Gremio,9,2019,Brasileirão 2019
2019-06-12,21:01,1,2,Arena Castelão,Fortaleza,Cruzeiro,9,2019,Brasileirão 2019
2019-06-12,21:30,1,3,Estádio José Pinheiro Borda,Internacional,Bahia,9,2019,Brasileirão 2019
2019-06-12,21:30,2,0,Estádio Nacional de Brasília,CSA,Flamengo,9,2019,Brasileirão 2019
2019-06-12,21:31,0,1,Estádio Urbano Caldeira,Santos,Corinthians,9,2019,Brasileirão 2019
2019-06-13,14:08,1,2,Estádio do Governo do Estado de Goiás (Serra Dourada),Goias,Athletico-PR,9,2019,Brasileirão 2019
2019-06-13,19:16,0,1,Estádio Vasco da Gama,Vasco,Ceara,9,2019,Brasileirão 2019
2019-06-13,20:00,1,1,Arena Condá,Chapecoense,Fluminense,9,2019,Brasileirão 2019
2019-06-13,20:00,0,2,Allianz Parque,Palmeiras,Avai,9,2019,Brasileirão 2019
2019-06-13,20:00,1,1,Estádio Raimundo Sampaio,Atletico-MG,Sao Paulo,9,2019,Brasileirão 2019
2019-07-13,16:59,0,2,Arena Castelão,Fortaleza,Avai,10,2019,Brasileirão 2019
2019-07-13,17:00,1,2,Arena do Grêmio,Gremio,Vasco,10,2019,Brasileirão 2019
2019-07-13,19:01,1,0,Estádio de Pituaçu,Bahia,Santos,10,2019,Brasileirão 2019
2019-07-13,19:01,1,1,Morumbi,Sao Paulo,Palmeiras,10,2019,Brasileirão 2019
2019-07-14,11:00,1,6,Maracanã,Flamengo,Goias,10,2019,Brasileirão 2019
2019-07-14,16:00,0,1,Estádio Joaquim Américo Guimarães,Athletico-PR,Internacional,10,2019,Brasileirão 2019
2019-07-14,16:00,0,0,Mineirão,Cruzeiro,Botafogo-RJ,10,2019,Brasileirão 2019
2019-07-14,16:03,0,1,Neo Química Arena,Corinthians,CSA,10,2019,Brasileirão 2019
2019-07-14,19:00,2,1,Arena Condá,Chapecoense,Atletico-MG,10,2019,Brasileirão 2019
2019-07-15,20:01,1,1,Maracanã,Fluminense,Ceara,10,2019,Brasileirão 2019
2019-07-20,11:02,1,2,Estádio Vasco da Gama,Vasco,Fluminense,11,2019,Brasileirão 2019
2019-07-20,16:10,4,0,Estádio Rei Pelé,CSA,Athletico-PR,11,2019,Brasileirão 2019
2019-07-20,17:00,0,0,Itaipava Arena Fonte Nova,Bahia,Cruzeiro,11,2019,Brasileirão 2019
2019-07-20,19:00,1,1,Estádio José Pinheiro Borda,Internacional,Gremio,11,2019,Brasileirão 2019
2019-07-20,19:01,0,2,Arena Castelão,Ceara,Palmeiras,11,2019,Brasileirão 2019
2019-07-21,11:01,1,0,Estádio Nilton Santos,Botafogo-RJ,Santos,11,2019,Brasileirão 2019
2019-07-21,16:01,1,1,Neo Química Arena,Corinthians,Flamengo,11,2019,Brasileirão 2019
2019-07-21,16:02,2,2,Estádio Raimundo Sampaio,Atletico-MG,Fortaleza,11,2019,Brasileirão 2019
2019-07-21,19:00,0,0,Ressacada,Avai,Goias,11,2019,Brasileirão 2019
2019-07-22,20:02,0,4,Morumbi,Sao Paulo,Chapecoense,11,2019,Brasileirão 2019
2019-07-27,13:58,2,0,Mineirão,Cruzeiro,Athletico-PR,12,2019,Brasileirão 2019
2019-07-27,17:00,1,1,Allianz Parque,Palmeiras,Vasco,12,2019,Brasileirão 2019
2019-07-27,19:00,0,1,Estádio José Pinheiro Borda,Internacional,Ceara,12,2019,Brasileirão 2019
2019-07-27,19:01,2,1,Maracanã,Fluminense,Sao Paulo,12,2019,Brasileirão 2019
2019-07-28,11:00,0,0,Arena Condá,Chapecoense,Bahia,12,2019,Brasileirão 2019
2019-07-28,15:59,2,3,Maracanã,Flamengo,Botafogo-RJ,12,2019,Brasileirão 2019
2019-07-28,16:01,1,3,Estádio Urbano Caldeira,Santos,Avai,12,2019,Brasileirão 2019
2019-07-28,19:00,3,1,Arena Castelão,Fortaleza,Corinthians,12,2019,Brasileirão 2019
2019-07-28,19:03,0,0,Estádio do Governo do Estado de Goiás (Serra Dourada),Goias,Atletico-MG,12,2019,Brasileirão 2019
2019-07-29,20:02,0,0,Estádio Rei Pelé,CSA,Gremio,12,2019,Brasileirão 2019
2019-08-03,19:00,1,2,Maracanã,Fluminense,Internacional,13,2019,Brasileirão 2019
2019-08-03,19:01,1,2,Arena Castelão,Ceara,Fortaleza,13,2019,Brasileirão 2019
2019-08-04,11:01,1,6,Estádio Urbano Caldeira,Santos,Goias,13,2019,Brasileirão 2019
