c_Pnome_jogador,c_Unome_jogador,n_camisa,d_data_nascimento,c_posicao,c_nome_time
JUAN,VELÁSQUEZ,15,,MEIO-CAMPO,Bahia
GABRIEL,SANTOS,38,,ATACANTE,Corinthians
VITOR,GABRIEL,63,,ATACANTE,Flamengo
GUILHERME,CASTILHO,99,,MEIO-CAMPO,Juventude
LUCCA,BRITO,7,,ATACANTE,Fluminense
VITOR,BUENO,12,,MEIO-CAMPO,Sao Paulo
PATRICK,PAULA,5,,MEIO-CAMPO,Palmeiras
FABINHO,,19,,MEIO-CAMPO,Ceara
GABRIEL,OLIVEIRA,94,,ZAGUEIRO,Ceara
ANDERSON,CONCEIÇÃO,14,,ZAGUEIRO,Cuiaba
YURI,LIMA,18,,MEIO-CAMPO,Cuiaba
ANDERSON,JORDAN,55,,ZAGUEIRO,Chapecoense
PAULO,JUNIOR,55,,MEIO-CAMPO,America-MG
JÚLIO,SANTOS,1,,GOLEIRO,Bragantino
CARLOS,SOUZA,96,,ATACANTE,Athletico-PR
MICHEL,MACHADO,88,,ZAGUEIRO,Juventude
MATHEUS,RIBEIRO,2,,ZAGUEIRO,Chapecoense
CARLOS,EDUARDO,92,,GOLEIRO,Sport
JAEL,,9,,ATACANTE,Ceara
VICTOR,LUIS,26,,ZAGUEIRO,Palmeiras
FELIPE,MELO,30,,MEIO-CAMPO,Palmeiras
GABRIEL,TEIXEIRA,39,,MEIO-CAMPO,Fluminense
SHAYLON,,19,,MEIO-CAMPO,Sao Paulo
RODRIGO,LINDOSO,19,,MEIO-CAMPO,Internacional
VALENTÍN,DEPIETRI,34,,ATACANTE,Fortaleza
BRUNO,MELO,30,,MEIO-CAMPO,Fortaleza
ONITLASI,RODRIGUES,42,,MEIO-CAMPO,Santos
ANDRÉ,LUIS,7,,MEIO-CAMPO,Atletico-GO
LUCAS,FIRMO,22,,ATACANTE,Atletico-GO
DANILO,BOZA,22,,ZAGUEIRO,Santos
RUAN,TRESSOLDI,44,,ZAGUEIRO,Gremio
SANTIAGO,TRÉLLEZ,9,,ATACANTE,Sport
RODRIGO,BERTAGLIA,25,,MEIO-CAMPO,Sao Paulo
WELLINGTON,PAULISTA,9,,ATACANTE,Fortaleza
GABRIEL,SARA,21,,MEIO-CAMPO,Sao Paulo
MARTÍN,BENÍTEZ,8,,MEIO-CAMPO,Sao Paulo
FELIPE,ALVES,12,,GOLEIRO,Fortaleza
JUAN,FLETCHER,3,,ZAGUEIRO,Juventude
DANILO,OLIVEIRA,28,,MEIO-CAMPO,Palmeiras
RICHARD,COSTA,91,,GOLEIRO,Ceara
RENATO,KAYZER,79,,ATACANTE,Athletico-PR
ALAN,SILVA,8,,MEIO-CAMPO,Chapecoense
KAIO,NUNES,96,,MEIO-CAMPO,Chapecoense
RAFAEL,ELIAS,19,,ATACANTE,Cuiaba
FABRÍCIO,SOUZA,13,,ATACANTE,America-MG
JEFFERSON,SAVARINO,17,,MEIO-CAMPO,Atletico-MG
BRUNO,NAZÁRIO,22,,MEIO-CAMPO,America-MG
BISSOLI,,17,,ATACANTE,Athletico-PR
LUCIANO,JUBA,46,,MEIO-CAMPO,Sport
PATRICK,,88,,MEIO-CAMPO,Internacional
OSMAN,,20,,ATACANTE,Cuiaba
DANILO,NEVES,37,,MEIO-CAMPO,Atletico-MG
ANSELMO,RAMON,9,,ATACANTE,Chapecoense
KEILLER,,1,,GOLEIRO,Chapecoense
EZEQUIEL,,30,,ZAGUEIRO,Chapecoense
WEVERSON,,26,,ZAGUEIRO,Bragantino
AUREMIR,SANTOS,16,,MEIO-CAMPO,Cuiaba
FERNANDO,KAUFMANN,1,,GOLEIRO,Atletico-GO
ARNALDO,ALMEIDA,2,,ZAGUEIRO,Atletico-GO
RONALD,MARTINS,11,,MEIO-CAMPO,Atletico-GO
MIKAEL,,99,,ATACANTE,Sport
WILLIAM,,5,,MEIO-CAMPO,Ceara
JEAN,PYERRE,88,,MEIO-CAMPO,Gremio
ALISSON,CASTRO,23,,MEIO-CAMPO,Gremio
ÉDERSON,,13,,MEIO-CAMPO,Fortaleza
FERNANDO,RIVAS,17,,ATACANTE,Juventude
CLÁUDIO,GOMES,2,,ZAGUEIRO,Atletico-MG
DIEGO,ALVES,1,,GOLEIRO,Flamengo
VINICIUS,BALIEIRO,17,,MEIO-CAMPO,Santos
SANDER,BORTOLOTTO,56,,ZAGUEIRO,Sport
EWERTON,SILVA,66,,ZAGUEIRO,Sport
EDIMAR,FRAGA,6,,ZAGUEIRO,Bragantino
RONALDO,,5,,MEIO-CAMPO,Sport
LUCAS,ARAÚJO,34,,MEIO-CAMPO,Bahia
MARINHO,,11,,ATACANTE,Santos
PAULO,MIRANDA,28,,ZAGUEIRO,Gremio
LUIZ,SANTOS,33,,ATACANTE,Gremio
VICTOR,SANTOS,11,,ATACANTE,Flamengo
IGOR,OLIVEIRA,2,,ZAGUEIRO,Ceara
JEAN,SOUZA,41,,MEIO-CAMPO,Santos
ZÉ,GABRIEL,35,,ZAGUEIRO,Internacional
CARLOS,SÁNCHEZ,7,,MEIO-CAMPO,Santos
WAGNER,LEONARDO,14,,ZAGUEIRO,Santos
ZÉ,ROBERTO,9,,ATACANTE,Atletico-GO
ROBERSON,,19,,ATACANTE,Juventude
EMILIANO,MARTÍNEZ,40,,MEIO-CAMPO,Bragantino
PEDRINHO,,33,,MEIO-CAMPO,Bragantino
JAN,HURTADO,27,,ATACANTE,Bragantino
CRISTIANO,NOGUEIRA,38,,MEIO-CAMPO,Bragantino
LUCAS,FASSON,37,,ZAGUEIRO,Athletico-PR
LUIS,OREJUELA,20,,ZAGUEIRO,Sao Paulo
RIBAMAR,,7,,ATACANTE,America-MG
DANILO,BARCELOS,14,,ZAGUEIRO,Fluminense
ÉVERTON,SILVA,22,,ATACANTE,Gremio
RODRIGUINHO,,35,,ATACANTE,Chapecoense
RICHARD,COELHO,25,,MEIO-CAMPO,Athletico-PR
SAVINHO,,33,,ATACANTE,Atletico-MG
BENJAMÍN,KUSCEVIC,4,,ZAGUEIRO,Palmeiras
RONALDO,SANTOS,57,,ATACANTE,Bahia
MARQUINHOS,,47,,ATACANTE,Sao Paulo
ANTÔNIO,OLIVEIRA,26,,ZAGUEIRO,Gremio
DIEGO,TARDELLI,99,,ATACANTE,Santos
ADEMIR,,10,,MEIO-CAMPO,America-MG
PAULO,BÓIA,11,,ATACANTE,Juventude
LUIZ,SANTOS,3,,ZAGUEIRO,Bahia
RODRIGO,CAIO,3,,ZAGUEIRO,Flamengo
EDUARDO,,3,,ZAGUEIRO,America-MG
ÁNGELO,HENRÍQUEZ,19,,ATACANTE,Fortaleza
LUIZ,HENRIQUE,34,,ATACANTE,Fluminense
LUCAS,SILVA,13,,ZAGUEIRO,Cuiaba
DIEGO,CHURÍN,19,,ATACANTE,Gremio
MARLON,,25,,MEIO-CAMPO,Ceara
WAGNER,SANTOS,20,,MEIO-CAMPO,Juventude
EVERALDO,,37,,MEIO-CAMPO,Sport
JOÃO,PAULO,10,,MEIO-CAMPO,Atletico-GO
LEONARDO,GOMES,16,,MEIO-CAMPO,Chapecoense
ANTONIO,GALEANO,27,,MEIO-CAMPO,Sao Paulo
MAURICIO,ISLA,44,,ZAGUEIRO,Flamengo
NICOLAS,,8,,MEIO-CAMPO,Athletico-PR
HAYNER,,2,,ZAGUEIRO,Sport
PEDRO,HENRIQUE,33,,ZAGUEIRO,Sport
MATEUS,SARARÁ,49,,MEIO-CAMPO,Gremio
GUILHERME,LIMA,32,,MEIO-CAMPO,Chapecoense
YESUS,CABRERA,20,,MEIO-CAMPO,Cuiaba
NATANAEL,PIMENTA,11,,MEIO-CAMPO,Atletico-GO
HUGO,RODALLEGA,23,,ATACANTE,Bahia
DOUGLAS,FRIEDRICH,32,,GOLEIRO,Juventude
BRUNO,COSTA,7,,ATACANTE,Chapecoense
ANDRÉ,SOUZA,90,,ATACANTE,Sport
EUGENIO,ISNALDO,17,,MEIO-CAMPO,Bahia
RANIELE,,14,,ZAGUEIRO,Bahia
WEVERTON,,17,,ZAGUEIRO,Bragantino
TOMÁS,CUELLO,28,,MEIO-CAMPO,Bragantino
MAILSON,,1,,GOLEIRO,Sport
MATHEUS,TEIXEIRA,32,,GOLEIRO,Bahia
MATHEUS,JESUS,8,,MEIO-CAMPO,Juventude
MAICON,,8,,MEIO-CAMPO,Gremio
ROBSON,REIS,26,,ZAGUEIRO,Santos
THIAGO,NEVES,30,,MEIO-CAMPO,Sport
MARCELO,TOSCANO,90,,ATACANTE,America-MG
DENNER,MELZ,88,,MEIO-CAMPO,Chapecoense
KADU,,4,,ZAGUEIRO,Chapecoense
ALAN,RUSCHEL,6,,ZAGUEIRO,America-MG
MAX,ALVES,31,,MEIO-CAMPO,Flamengo
BRUNO,ALVES,3,,ZAGUEIRO,Sao Paulo
LEANDRINHO,,22,,ATACANTE,Bragantino
DERLAN,,34,,ZAGUEIRO,Chapecoense
PEDRO,HENRIQUE,41,,ZAGUEIRO,Internacional
LUCAS,PERRI,18,,GOLEIRO,Sao Paulo
NETO,,41,,MEIO-CAMPO,Atletico-MG
MARCELO,CARNÉ,22,,GOLEIRO,Juventude
PEDRO,MACHADO,31,,MEIO-CAMPO,Ceara
THIAGO,LOPES,19,,MEIO-CAMPO,Sport
THIAGO,GALHARDO,17,,ATACANTE,Internacional
FERNANDO,PEREIRA,42,,MEIO-CAMPO,Gremio
ZÉ,VITOR,5,,ZAGUEIRO,America-MG
RAMON,,23,,MEIO-CAMPO,America-MG
UILLIAN,CORREIA,5,,MEIO-CAMPO,Cuiaba
GUILHERME,PATO,23,,ATACANTE,Cuiaba
BETINHO,,18,,MEIO-CAMPO,Sport
WESCLEY,,10,,MEIO-CAMPO,Juventude
CAIO,VIDAL,47,,ATACANTE,Internacional
MATHEUS,GALDEZANI,20,,MEIO-CAMPO,Bahia
DIEGO,SOUZA,29,,ATACANTE,Gremio
JOAO,ROJAS,7,,ATACANTE,Sao Paulo
CRISTIANO,OLIVEIRA,99,,ATACANTE,Ceara
MARCOS,SILVA,27,,ZAGUEIRO,Ceara
MARQUINHOS,,20,,ATACANTE,Corinthians
JACKSON,SOUZA,4,,ZAGUEIRO,Fortaleza
FERNANDINHO,,11,,ATACANTE,Chapecoense
MURIEL,BECKER,27,,GOLEIRO,Fluminense
JONAS,SOUSA,27,,MEIO-CAMPO,Bahia
VICTOR,BOBSIN,50,,MEIO-CAMPO,Gremio
JAILSON,,42,,GOLEIRO,Palmeiras
RAVANELLI,SANTOS,20,,MEIO-CAMPO,Chapecoense
MARRONY,,38,,ATACANTE,Atletico-MG
MATHEUS,SOUZA,7,,MEIO-CAMPO,Gremio
CARLOS,ALBERTO,21,,ATACANTE,America-MG
YTALO,SANTOS,15,,ATACANTE,Bragantino
THONNY,ANDERSON,22,,MEIO-CAMPO,Bahia
CARLOS,OLIVEIRA,2,,ZAGUEIRO,America-MG
DANILO,GOMES,23,,ATACANTE,Cuiaba
NEILTON,MESTZK,7,,MEIO-CAMPO,Sport
VINICIUS,GUEDES,23,,MEIO-CAMPO,Chapecoense
JUAN,FLETCHER,3,,ZAGUEIRO,Fortaleza
NATHAN,SILVA,3,,ZAGUEIRO,Atletico-GO
HERNANES,,15,,MEIO-CAMPO,Sao Paulo
SAULO,MINEIRO,73,,ATACANTE,Ceara
nan,,14,,ZAGUEIRO,Internacional
ÁNGELO,ARAOS,21,,MEIO-CAMPO,Corinthians
MATHEUS,PEIXOTO,9,,ATACANTE,Juventude
GABRIEL,FRANÇA,30,,ZAGUEIRO,Atletico-MG
WENDSON,LOPES,23,,ATACANTE,Ceara
DANILO,FERNANDES,1,,GOLEIRO,Internacional
LUAN,POLLI,27,,GOLEIRO,Sport
VICTOR,GABRIEL,52,,ZAGUEIRO,Sport
KAIO,JORGE,9,,ATACANTE,Santos
LUIZ,HENRIQUE,8,,MEIO-CAMPO,Fortaleza
VINICIUS,MACHADO,50,,GOLEIRO,Ceara
LÉO,BORGES,36,,ZAGUEIRO,Internacional
RAMIRO,BENETTI,8,,MEIO-CAMPO,Corinthians
SABINO,,15,,ZAGUEIRO,America-MG
GEOVANE,,7,,MEIO-CAMPO,America-MG
IAGO,MAIDANA,6,,ZAGUEIRO,Sport
ALISON,FERREIRA,5,,MEIO-CAMPO,Santos
KAYKY,,37,,ATACANTE,Fluminense
MAYCON,DOUGLAS,37,,ATACANTE,Bahia
RENAN,GUEDES,42,,ZAGUEIRO,Bahia
MAXWELL,,71,,ATACANTE,Sport
CARLOS,PEREIRA,6,,MEIO-CAMPO,Fortaleza
RICARDINHO,,20,,MEIO-CAMPO,Sport
KHELLVEN,OLIVEIRA,13,,ZAGUEIRO,Athletico-PR
LUAN,PETRONI,14,,ZAGUEIRO,Santos
MARQUINHOS,,97,,MEIO-CAMPO,Sport
JAIME,ALVARADO,15,,MEIO-CAMPO,Athletico-PR
VITOR,MENDONÇA,32,,GOLEIRO,Internacional
BRUNO,PRAXEDES,18,,MEIO-CAMPO,Internacional
GUILHERME,CAMACHO,20,,MEIO-CAMPO,Corinthians
TIAGO,VOLPI,1,,GOLEIRO,Sao Paulo
JÚNIOR,TAVARES,10,,MEIO-CAMPO,Sport
LUCAS,RIBEIRO,14,,ZAGUEIRO,Internacional
ANDERSON,SANTOS,4,,ZAGUEIRO,America-MG
LUAN,VIEIRA,7,,MEIO-CAMPO,Corinthians
MATÍAS,VIÑA,17,,MEIO-CAMPO,Palmeiras
CHARLES,MATOS,35,,MEIO-CAMPO,Ceara
ALYSON,,6,,ZAGUEIRO,Juventude
DANILO,NEVES,8,,MEIO-CAMPO,Sao Paulo
DANIEL,ALVES,10,,MEIO-CAMPO,Sao Paulo
WILLIAN,KLAUS,44,,ZAGUEIRO,Ceara
MARTÍN,SARRAFIORE,8,,MEIO-CAMPO,Coritiba
ADRYELSON,,34,,ZAGUEIRO,Sport
MIGUEL,FIGUEIRA,80,,MEIO-CAMPO,Goias
LÉO,MATOS,3,,ZAGUEIRO,Vasco
FÁBIO,SANCHES,27,,ZAGUEIRO,Goias
PABLO,TEIXEIRA,9,,ATACANTE,Sao Paulo
LUIZ,OTÁVIO,23,,MEIO-CAMPO,Botafogo-RJ
RAFAEL,NAVARRO,18,,ATACANTE,Botafogo-RJ
BRUNO,NAZÁRIO,10,,ATACANTE,Botafogo-RJ
MATHEUS,VARGAS,10,,MEIO-CAMPO,Atletico-GO
SHAYLON,,17,,MEIO-CAMPO,Goias
DANIEL,OLIVEIRA,21,,MEIO-CAMPO,Goias
BRUNO,TORRES,19,,ATACANTE,Santos
EGÍDIO,JÚNIOR,6,,ZAGUEIRO,Fluminense
NATAN,SOUZA,31,,ZAGUEIRO,Flamengo
RODINEI,ALMEIDA,22,,ZAGUEIRO,Internacional
DALBERTO,,94,,ATACANTE,Sport
TALLES,MAGNO,11,,MEIO-CAMPO,Vasco
MARCOS,JÚNIOR,20,,MEIO-CAMPO,Vasco
RONALDO,SOUZA,16,,MEIO-CAMPO,Bahia
THIAGO,ANDRADE,7,,ATACANTE,Bahia
GABRIEL,OLIVEIRA,13,,ZAGUEIRO,Fortaleza
MARIANO,VÁZQUEZ,32,,MEIO-CAMPO,Fortaleza
NATHAN,SILVA,5,,MEIO-CAMPO,Coritiba
OSMAN,,77,,ATACANTE,Coritiba
LÉO,CHÚ,26,,MEIO-CAMPO,Ceara
GONZALO,CARNEIRO,19,,ATACANTE,Sao Paulo
CÉSAR,PINARES,21,,MEIO-CAMPO,Gremio
WANDERLEY,SOUSA,8,,MEIO-CAMPO,Fortaleza
CHICO,,10,,MEIO-CAMPO,Atletico-GO
JONATHAN,MOREIRA,2,,ZAGUEIRO,Athletico-PR
MARCELO,LOMBA,12,,GOLEIRO,Internacional
BRUNO,GOMES,18,,MEIO-CAMPO,Vasco
HUGO,MOURA,98,,MEIO-CAMPO,Coritiba
NATHAN,RIBEIRO,32,,ZAGUEIRO,Coritiba
VICTOR,SANTOS,3,,ZAGUEIRO,Botafogo-RJ
KAYQUE,PEREIRA,49,,MEIO-CAMPO,Botafogo-RJ
HERON,SILVA,15,,ZAGUEIRO,Goias
EDUARDO,CRUZ,10,,ATACANTE,Goias
DAVID,ALBINO,30,,ZAGUEIRO,Botafogo-RJ
CAIO,ALEXANDRE,19,,MEIO-CAMPO,Botafogo-RJ
BRENO,,5,,MEIO-CAMPO,Goias
JONAS,TORÓ,18,,ATACANTE,Sao Paulo
SAMUEL,XAVIER,22,,ZAGUEIRO,Ceara
TIAGO,PAGNUSSAT,3,,ZAGUEIRO,Ceara
JUANFRAN,,20,,ZAGUEIRO,Sao Paulo
LEANDRO,CASTÁN,5,,ZAGUEIRO,Vasco
MARCELO,ALVES,30,,ZAGUEIRO,Vasco
CAYO,TENÓRIO,41,,ZAGUEIRO,Vasco
PAULO,JUNIOR,5,,MEIO-CAMPO,Fortaleza
UENDEL,GONÇALVES,6,,ZAGUEIRO,Internacional
PATRIC,LALAU,2,,MEIO-CAMPO,Sport
LEANDRO,FERNÁNDEZ,18,,ATACANTE,Internacional
JOÃO,MARCELINO,3,,ZAGUEIRO,Atletico-GO
JOSÉ,SANTANA,99,,ATACANTE,Goias
ARIEL,CABRAL,16,,MEIO-CAMPO,Goias
JEFFERSON,,13,,MEIO-CAMPO,Goias
TAYLON,CARVALHO,32,,ZAGUEIRO,Goias
GREGORE,,26,,MEIO-CAMPO,Bahia
JOSÉ,WELISON,50,,MEIO-CAMPO,Botafogo-RJ
RAUL,PRATA,23,,ZAGUEIRO,Sport
LEONARDO,GIL,7,,MEIO-CAMPO,Vasco
LUIZ,GAIOTO,4,,ZAGUEIRO,Coritiba
WILSON,JÚNIOR,84,,GOLEIRO,Coritiba
RAFAEL,FRANCISCO,7,,MEIO-CAMPO,Coritiba
PAULO,RIBEIRO,25,,ZAGUEIRO,Fortaleza
WELLINGTON,SILVA,9,,ATACANTE,Atletico-GO
RITHELY,,18,,MEIO-CAMPO,Atletico-GO
VICTOR,FERRAZ,2,,ZAGUEIRO,Gremio
ALAN,EMPEREUR,33,,ZAGUEIRO,Palmeiras
VINÍCIUS,LOPES,70,,ATACANTE,Goias
DAVID,BRAZ,14,,ZAGUEIRO,Gremio
JONATHAN,LEMOS,2,,ZAGUEIRO,Coritiba
MARTÍN,BENÍTEZ,10,,MEIO-CAMPO,Vasco
VITOR,LEQUE,21,,ATACANTE,Atletico-GO
RAMON,,36,,MEIO-CAMPO,Bahia
ARTHUR,GOMES,23,,MEIO-CAMPO,Santos
LEONARDO,NATEL,18,,ATACANTE,Corinthians
RÓMULO,OTERO,11,,MEIO-CAMPO,Corinthians
EVERALDO,,37,,ATACANTE,Corinthians
RAFAEL,FORSTER,5,,MEIO-CAMPO,Botafogo-RJ
IAGO,MENDONÇA,4,,ZAGUEIRO,Goias
GUILHERME,,25,,MEIO-CAMPO,Santos
RAFAEL,MOURA,9,,ATACANTE,Goias
CARLOS,OLIVEIRA,86,,ZAGUEIRO,Ceara
EMERSON,SANTOS,3,,MEIO-CAMPO,Palmeiras
LUCAS,ESTEVES,16,,ZAGUEIRO,Palmeiras
YAGO,PIKACHU,22,,MEIO-CAMPO,Vasco
CAIO,SCHOELL,16,,MEIO-CAMPO,Vasco
MATHEUS,GALDEZANI,20,,MEIO-CAMPO,Coritiba
BRENNER,,30,,ATACANTE,Sao Paulo
DANILO,GOMES,11,,MEIO-CAMPO,Atletico-GO
FEDERICO,MARTINO,38,,ZAGUEIRO,Botafogo-RJ
MATHEUS,,5,,MEIO-CAMPO,Atletico-GO
WANDERSON,,33,,ZAGUEIRO,Fortaleza
RICARDO,RYLLER,25,,MEIO-CAMPO,Bragantino
KEVIN,SILVA,2,,ZAGUEIRO,Botafogo-RJ
LAÉRCIO,SOLDÁ,6,,ZAGUEIRO,Santos
HENRIQUE,MILAGRES,37,,ZAGUEIRO,Vasco
LUCAS,LIMA,20,,MEIO-CAMPO,Palmeiras
HUDSON,,25,,MEIO-CAMPO,Fluminense
CLAUDINHO,,10,,MEIO-CAMPO,Bragantino
LIGGER,MALAQUIAS,4,,ZAGUEIRO,Bragantino
NICOLAS,,16,,ZAGUEIRO,Atletico-GO
JOÃO,PAULO,10,,MEIO-CAMPO,Fortaleza
GUSTAVO,FERRAREIS,11,,MEIO-CAMPO,Atletico-GO
JUNINHO,,50,,MEIO-CAMPO,Vasco
ABEL,HERNÁNDEZ,99,,ATACANTE,Internacional
WESCLEY,,39,,MEIO-CAMPO,Ceara
WANDERSON,SANTOS,19,,ATACANTE,Fluminense
MARCELO,MALAQUIAS,14,,ZAGUEIRO,Botafogo-RJ
MATHEUS,BABI,11,,ATACANTE,Botafogo-RJ
VANDERLEI,SILVA,27,,GOLEIRO,Gremio
GILVAN,,4,,ZAGUEIRO,Atletico-GO
DIEGO,PITUCA,21,,MEIO-CAMPO,Santos
LUIZ,ADRIANO,10,,ATACANTE,Palmeiras
CARLINHOS,,23,,MEIO-CAMPO,Vasco
JOSÉ,JÚNIOR,40,,ZAGUEIRO,Bahia
ÉBER,BESSA,22,,MEIO-CAMPO,Botafogo-RJ
YURI,LIMA,5,,MEIO-CAMPO,Fluminense
GUSTAVO,BLANCO,25,,MEIO-CAMPO,Goias
YURI,CÉSAR,57,,MEIO-CAMPO,Fortaleza
WALTER,SILVA,19,,ATACANTE,Athletico-PR
JADSON,,2,,ZAGUEIRO,Vasco
MATHEUS,SALES,36,,MEIO-CAMPO,Coritiba
MAÍLTON,SÁ,22,,ZAGUEIRO,Coritiba
WILLIAN,SIQUEIRA,29,,ATACANTE,Palmeiras
ROBERSON,,19,,ATACANTE,Atletico-GO
FERNANDO,RIVAS,16,,ATACANTE,Fluminense
WELLINGTON,SILVA,17,,ATACANTE,Fluminense
NETO,BORGES,33,,ZAGUEIRO,Vasco
GUSTAVO,TORRES,77,,MEIO-CAMPO,Vasco
CLAYSON,VIEIRA,25,,ATACANTE,Bahia
DIEGO,CAVALIERI,12,,GOLEIRO,Botafogo-RJ
VICTOR,LUIS,6,,ZAGUEIRO,Botafogo-RJ
RHUAN,,7,,ATACANTE,Botafogo-RJ
BÉRGSON,SILVA,29,,ATACANTE,Fortaleza
PEDRO,RAÚL,9,,ATACANTE,Botafogo-RJ
DAMIÁN,MUSTO,5,,MEIO-CAMPO,Internacional
MARCOS,GUILHERME,23,,MEIO-CAMPO,Internacional
JOÃO,PEGLOW,31,,ATACANTE,Internacional
BRUNO,TUBARÃO,20,,MEIO-CAMPO,Bragantino
MORATO,,38,,MEIO-CAMPO,Bragantino
WILLIAM,MATHEUS,6,,ZAGUEIRO,Coritiba
ELIAS,TRINDADE,5,,MEIO-CAMPO,Bahia
WELLINGTON,MARTINS,5,,MEIO-CAMPO,Athletico-PR
MATHEUS,PEREIRA,3,,ZAGUEIRO,Fluminense
LUCAS,VERÍSSIMO,28,,ZAGUEIRO,Santos
DANIEL,VILLALVA,11,,ATACANTE,Goias
GABRIEL,RODRIGUES,38,,MEIO-CAMPO,Goias
ANDREY,,15,,MEIO-CAMPO,Vasco
FELLIPE,BASTOS,8,,MEIO-CAMPO,Vasco
DAVID,DUARTE,3,,ZAGUEIRO,Goias
EVERTON,FELIPE,10,,MEIO-CAMPO,Atletico-GO
LUCAS,ANDRADE,37,,MEIO-CAMPO,Santos
LUCAS,MUGNI,10,,MEIO-CAMPO,Sport
JOBSON,SANTOS,8,,MEIO-CAMPO,Santos
GIOVANNI,AUGUSTO,90,,ATACANTE,Coritiba
MÁRCIO,OLIVEIRA,13,,MEIO-CAMPO,Botafogo-RJ
MARLLON,BORGES,25,,ZAGUEIRO,Corinthians
RODRIGO,SILVA,26,,ZAGUEIRO,Fluminense
GUSTAVO,SANTANA,33,,MEIO-CAMPO,Internacional
LUCAS,SANTOS,28,,MEIO-CAMPO,Vasco
EDUARDO,BROCK,4,,ZAGUEIRO,Ceara
SABINO,,35,,ZAGUEIRO,Coritiba
RODOLFO,,3,,ZAGUEIRO,Coritiba
MÁRIO,COSTA,11,,ATACANTE,Santos
LUCAS,FONSECA,28,,ZAGUEIRO,Bahia
ANDERSON,MARTINS,4,,ZAGUEIRO,Bahia
WELLINGTON,BUENO,40,,ZAGUEIRO,Atletico-MG
MATHEUS,OLIVEIRA,33,,ATACANTE,Corinthians
VICTOR,,1,,GOLEIRO,Atletico-MG
VÍTOR,JACARÉ,40,,ATACANTE,Ceara
LUIS,GRANDO,55,,ZAGUEIRO,Goias
JUAN,LEINES,2,,ZAGUEIRO,Goias
TIAGO,REIS,27,,ATACANTE,Vasco
ALAN,PALMA,21,,MEIO-CAMPO,Atletico-MG
RODRIGO,MUNIZ,29,,ATACANTE,Coritiba
YAN,SASSE,39,,MEIO-CAMPO,Coritiba
EDÍLSON,GUIMARÃES,33,,ZAGUEIRO,Goias
RICARDO,GRAÇA,36,,ZAGUEIRO,Vasco
LEANDRO,MONTERO,11,,ATACANTE,Sport
IGOR,JULIÃO,21,,ZAGUEIRO,Fluminense
MARLON,,28,,MEIO-CAMPO,Fortaleza
ROGER,CARVALHO,4,,ZAGUEIRO,Fortaleza
JUAN,CAZARES,10,,MEIO-CAMPO,Corinthians
IVÁN,ANGULO,32,,MEIO-CAMPO,Botafogo-RJ
LEANDRO,CARVALHO,80,,ATACANTE,Ceara
KEISUKE,HONDA,4,,MEIO-CAMPO,Botafogo-RJ
DOUGLAS,MOREIRA,22,,MEIO-CAMPO,Fluminense
ALYSON,,14,,ZAGUEIRO,Ceara
SANDRO,BUENO,32,,ATACANTE,Goias
ÉDERSON,,15,,MEIO-CAMPO,Corinthians
GUILHERME,SANTOS,33,,ZAGUEIRO,Botafogo-RJ
ALESSON,,21,,MEIO-CAMPO,Bahia
RAFAEL,SÓBIS,11,,ATACANTE,Ceara
RICARDO,OLIVEIRA,9,,ATACANTE,Coritiba
GEUVÂNIO,,8,,ATACANTE,Athletico-PR
LEONARDO,GOMES,97,,ZAGUEIRO,Athletico-PR
DOUGLAS,BAGGIO,95,,ATACANTE,Goias
JOSÉ,SILVA,7,,ATACANTE,Bahia
CAJU,,6,,ZAGUEIRO,Goias
LINCOLN,SANTOS,29,,MEIO-CAMPO,Flamengo
WALTER,ARTUNE,27,,GOLEIRO,Corinthians
JONATAN,GÓMEZ,16,,MEIO-CAMPO,Sport
RÓBSON,SIGNORINI,18,,MEIO-CAMPO,Gremio
MARCO,JÚNIOR,30,,MEIO-CAMPO,Bahia
UILLIAN,CORREIA,8,,MEIO-CAMPO,Bragantino
THONNY,ANDERSON,12,,MEIO-CAMPO,Bragantino
MATEUS,MARTINS,7,,ATACANTE,Ceara
WARLEY,,25,,ATACANTE,Botafogo-RJ
RATINHO,,56,,MEIO-CAMPO,Goias
HYURI,,22,,ATACANTE,Atletico-GO
RAMÓN,LÓPEZ,27,,MEIO-CAMPO,Coritiba
DANILO,AVELAR,35,,ZAGUEIRO,Corinthians
VICTOR,ANDRADE,31,,ATACANTE,Goias
SANDRO,,30,,MEIO-CAMPO,Goias
DANIEL,BESSA,10,,MEIO-CAMPO,Goias
GABRIEL,NOGA,41,,ZAGUEIRO,Flamengo
FERNANDO,PRASS,1,,GOLEIRO,Ceara
MICHEL,MACHADO,2,,ZAGUEIRO,Corinthians
LUCAS,SILVA,8,,ATACANTE,Goias
CARLOS,RENTERÍA,17,,MEIO-CAMPO,Botafogo-RJ
JOÃO,CARVALHO,13,,ZAGUEIRO,Flamengo
GUILHERME,BALA,42,,MEIO-CAMPO,Flamengo
GUILHERME,PAREDE,77,,ATACANTE,Vasco
SALDANHA,,99,,ATACANTE,Bahia
MARCOS,SERRATO,8,,MEIO-CAMPO,Sport
DAVI,ARAÚJO,11,,MEIO-CAMPO,Botafogo-RJ
FERNANDO,COSTANZA,22,,ZAGUEIRO,Botafogo-RJ
YGOR,CATATAU,38,,MEIO-CAMPO,Vasco
