e_tipo,n_minuto_cartao,id_jogador,id_jogo
Amarelo,66,1976,1
Amarelo,44,1935,1
Amarelo,72,1268,2
Amarelo,86,2938,2
Amarelo,10,3745,2
Amarelo,20,1932,2
Amarelo,82,3674,2
Amarelo,76,1933,3
Amarelo,78,1934,4
Amarelo,41,3728,4
Amarelo,91,2353,4
Amarelo,46,1954,4
Amarelo,60,1955,4
Amarelo,39,1956,4
Amarelo,48,1957,4
Amarelo,22,1958,4
Amarelo,67,1959,5
Amarelo,31,1960,5
Amarelo,30,1947,5
Amarelo,38,1948,6
Amarelo,62,1949,6
Amarelo,72,1950,6
Amarelo,47,1951,8
Amarelo,31,1952,8
Amarelo,72,1953,8
Amarelo,37,3673,8
Amarelo,24,1941,8
Amarelo,69,3680,8
Amarelo,91,2100,9
Amarelo,55,1942,9
Amarelo,75,1943,9
Amarelo,43,1944,9
Amarelo,91,1945,10
Amarelo,26,1946,10
Amarelo,72,3513,10
Amarelo,29,3509,10
Amarelo,72,1936,10
Amarelo,22,1937,10
Amarelo,56,3751,10
Amarelo,92,1938,10
Amarelo,56,1939,11
Amarelo,47,1940,11
Amarelo,81,3733,11
Amarelo,17,1987,11
Amarelo,52,1988,11
Amarelo,89,3782,11
Amarelo,79,1566,11
Amarelo,73,1989,12
Amarelo,86,1937,12
Amarelo,64,1990,12
Amarelo,73,3761,13
Amarelo,10,1984,13
Amarelo,70,1985,14
Amarelo,91,1986,14
Amarelo,23,1960,14
Amarelo,82,2018,15
Amarelo,93,2065,15
Amarelo,66,3780,15
Vermelho,93,1979,15
Amarelo,52,2826,15
Amarelo,82,509,15
Amarelo,16,1980,15
Vermelho,42,1952,16
Amarelo,26,1981,16
Amarelo,37,1982,16
Amarelo,7,1983,16
Amarelo,69,2228,17
Amarelo,53,1975,17
Amarelo,73,3730,18
Amarelo,35,1976,18
Amarelo,32,1977,18
Amarelo,70,1935,18
Amarelo,66,1956,18
Amarelo,45,1978,19
Amarelo,90,3701,19
Amarelo,41,2003,19
Vermelho,87,2004,19
Amarelo,54,2004,19
Amarelo,34,2005,19
Amarelo,51,2006,19
Amarelo,18,3512,20
Vermelho,47,1984,21
Amarelo,74,1997,21
Amarelo,27,1998,21
Amarelo,77,1999,21
Amarelo,60,2000,21
Amarelo,92,2001,21
Amarelo,71,2002,21
Amarelo,26,3733,22
Amarelo,29,1950,22
Amarelo,76,1994,23
Amarelo,23,2229,23
Amarelo,52,1940,23
Amarelo,53,1995,23
Amarelo,58,1996,23
Amarelo,36,1988,23
Amarelo,90,1259,24
Amarelo,61,3706,24
Amarelo,85,3781,25
Amarelo,72,1991,25
Amarelo,31,3693,25
Vermelho,30,1992,25
Amarelo,82,1935,25
Amarelo,47,1976,25
Amarelo,25,1992,25
Amarelo,77,1993,26
Amarelo,92,3747,26
Amarelo,57,2020,26
Amarelo,51,3671,26
Amarelo,91,2009,26
Amarelo,41,1945,26
Amarelo,81,3675,27
Amarelo,8,2021,27
Amarelo,94,2022,27
Amarelo,45,2015,27
Amarelo,12,2016,27
Amarelo,5,2017,27
Amarelo,56,2018,27
Amarelo,13,3519,27
Amarelo,81,509,28
Amarelo,48,2019,28
Amarelo,57,1932,28
Amarelo,37,1942,28
Amarelo,80,1975,29
Amarelo,19,2011,29
Amarelo,25,2012,29
Amarelo,23,2013,29
Amarelo,43,183,29
Amarelo,15,2014,29
Amarelo,92,1763,30
Amarelo,93,3680,30
Amarelo,67,3692,30
Amarelo,87,1937,31
Amarelo,30,2007,31
Amarelo,73,3669,31
Amarelo,34,2008,31
Amarelo,88,2009,31
Amarelo,47,2010,31
Amarelo,28,2030,31
Amarelo,69,3716,31
Amarelo,15,2031,31
Amarelo,57,1980,32
Amarelo,63,2032,32
Amarelo,71,509,32
Amarelo,30,2033,32
Amarelo,68,2022,33
Amarelo,69,3512,33
Amarelo,36,3696,33
Amarelo,85,3703,33
Amarelo,47,3510,33
Amarelo,27,3700,33
Vermelho,95,2029,34
Amarelo,93,3075,34
Amarelo,51,2006,34
Amarelo,21,3701,34
Amarelo,40,2026,34
Vermelho,75,2002,34
Amarelo,51,2027,34
Amarelo,50,1763,34
Amarelo,70,2028,34
Amarelo,79,1975,35
Amarelo,77,2140,35
Amarelo,58,1950,35
Amarelo,32,2011,35
Amarelo,66,2023,35
Amarelo,46,2024,35
Amarelo,88,2105,36
Amarelo,38,3673,36
Amarelo,10,2652,36
Amarelo,18,2025,36
Amarelo,16,1993,36
Amarelo,8,1982,36
Amarelo,83,2045,37
Amarelo,70,2324,37
Amarelo,92,2040,37
Amarelo,29,1960,37
Amarelo,29,2046,37
Vermelho,67,2047,38
Amarelo,56,2042,38
Amarelo,89,1987,38
Vermelho,89,1987,38
Amarelo,52,3727,38
Amarelo,42,2043,39
Amarelo,39,2044,39
Amarelo,86,1996,39
Amarelo,20,1933,39
Vermelho,75,2021,40
Amarelo,55,3729,40
Amarelo,47,3706,40
Amarelo,42,2041,40
Vermelho,75,3706,40
Amarelo,92,1955,40
Amarelo,46,1977,40
Amarelo,45,3507,40
Amarelo,81,2031,41
Amarelo,89,3497,41
Amarelo,78,2008,41
Amarelo,90,2038,42
Amarelo,49,1940,42
Amarelo,73,2039,42
Amarelo,21,2040,43
Amarelo,19,1952,43
Vermelho,69,1259,44
Amarelo,68,2005,44
Amarelo,81,2057,44
Amarelo,68,2058,44
Amarelo,41,1949,44
Amarelo,68,1259,44
Amarelo,80,2059,45
Amarelo,43,2060,45
Amarelo,79,3498,45
Amarelo,24,2054,45
Amarelo,59,2014,45
Amarelo,35,2012,45
Amarelo,71,2055,45
Amarelo,15,2056,46
Amarelo,16,2418,46
Amarelo,78,814,46
Amarelo,63,2051,46
Amarelo,32,3510,47
Amarelo,54,2052,47
Vermelho,43,3510,47
Amarelo,93,3703,47
Amarelo,80,1932,47
Amarelo,36,1980,47
Amarelo,83,2053,49
Amarelo,27,2048,49
Amarelo,71,1763,49
Amarelo,40,3721,49
Amarelo,88,2006,49
Amarelo,69,2049,49
Amarelo,53,3726,50
Amarelo,11,1934,50
Amarelo,69,2050,50
Amarelo,22,2067,50
Amarelo,93,2068,51
Amarelo,24,2069,51
Amarelo,75,2070,51
Amarelo,56,2071,51
Amarelo,25,2072,51
Amarelo,46,3505,51
Amarelo,93,2073,51
Amarelo,70,2065,51
Amarelo,54,2651,51
Amarelo,86,3509,53
Amarelo,55,1990,54
Amarelo,70,2229,54
Amarelo,45,1994,54
Amarelo,83,1115,54
Amarelo,55,2066,54
Amarelo,73,2023,55
Amarelo,43,3495,55
Amarelo,88,2005,55
Amarelo,71,3496,55
Amarelo,40,2015,55
Amarelo,75,2060,56
Amarelo,73,1998,56
Amarelo,25,2056,56
Amarelo,92,2061,56
Amarelo,49,2062,56
Amarelo,21,1997,56
Amarelo,38,1953,57
Amarelo,46,2063,57
Amarelo,77,2064,57
Amarelo,37,3497,57
Amarelo,12,2048,57
Amarelo,83,2083,58
Amarelo,62,2076,58
Amarelo,52,2042,58
Amarelo,11,2084,58
Amarelo,58,1935,58
Amarelo,47,3499,59
Amarelo,46,2085,59
Amarelo,35,3500,59
Amarelo,30,2079,59
Amarelo,78,3501,60
Amarelo,62,2080,61
Amarelo,28,2081,61
Amarelo,27,1949,61
Amarelo,72,2040,61
Amarelo,31,2082,61
Amarelo,60,3502,61
Vermelho,53,2077,62
Amarelo,37,2077,62
Amarelo,48,2078,62
Vermelho,71,1943,62
Amarelo,71,1639,62
Amarelo,34,1944,62
Amarelo,39,2061,63
Amarelo,90,1933,63
Amarelo,66,3503,63
Amarelo,20,2074,63
Amarelo,44,2000,63
Amarelo,12,1998,63
Amarelo,67,3504,63
Amarelo,58,2075,63
Amarelo,88,2076,64
Amarelo,72,1953,64
Amarelo,89,2008,64
Vermelho,76,2099,65
Amarelo,3,2100,65
Amarelo,44,2101,65
Amarelo,90,2048,65
Amarelo,80,1941,65
Amarelo,24,2102,65
Amarelo,90,2103,66
Amarelo,68,2072,66
Amarelo,35,2039,66
Amarelo,92,2015,67
Amarelo,57,2098,67
Amarelo,81,3517,67
Amarelo,55,3518,67
Amarelo,69,3519,67
Amarelo,30,3496,67
Amarelo,77,3506,67
Amarelo,30,3507,67
Amarelo,46,2097,68
Amarelo,60,2030,68
Amarelo,33,2051,68
Amarelo,29,2007,68
Amarelo,56,2027,69
Amarelo,59,3508,69
Amarelo,44,3075,69
Amarelo,43,3509,69
Amarelo,66,2096,70
Amarelo,28,2058,70
Amarelo,58,2024,70
Amarelo,78,3510,71
Amarelo,63,3512,71
Amarelo,25,3513,71
Amarelo,84,2074,71
Amarelo,35,2110,71
Amarelo,73,3757,71
Amarelo,37,3700,71
Amarelo,89,2171,71
Amarelo,59,2043,71
Amarelo,27,2111,71
Amarelo,54,2007,72
Amarelo,16,3496,72
Vermelho,71,2007,72
Amarelo,86,2325,72
Amarelo,9,2098,72
Amarelo,23,1268,73
Amarelo,79,2011,73
Amarelo,52,2013,73
Amarelo,90,2070,73
Amarelo,81,2106,73
Amarelo,77,2107,73
Amarelo,75,2046,75
Amarelo,84,2059,75
Vermelho,81,3779,76
Amarelo,87,2108,76
Amarelo,75,2109,76
Amarelo,70,2049,76
Amarelo,36,2085,76
Amarelo,44,2025,76
Amarelo,4,2104,76
Amarelo,81,3075,76
Amarelo,71,2027,76
Amarelo,41,2006,76
Amarelo,70,3516,76
Amarelo,36,2105,76
Amarelo,24,1918,77
Amarelo,65,2032,77
Amarelo,78,2117,77
Amarelo,85,2042,78
Amarelo,63,2118,79
Amarelo,32,3755,79
Amarelo,26,3733,79
Amarelo,35,1956,79
Amarelo,10,1934,79
Amarelo,13,1987,79
Amarelo,65,2114,80
Amarelo,42,2115,80
Amarelo,72,3750,80
Amarelo,50,2116,80
Amarelo,40,1939,80
Amarelo,2,2008,80
Amarelo,84,1115,81
Amarelo,61,2193,81
Amarelo,84,2085,81
Amarelo,77,3758,81
Amarelo,85,2049,81
Amarelo,78,3518,82
Amarelo,35,3506,82
Amarelo,18,2113,82
Amarelo,89,2112,82
Amarelo,62,3674,82
Amarelo,59,2077,82
Amarelo,15,1944,82
Amarelo,76,1949,83
Amarelo,30,3756,83
Amarelo,86,3676,83
Amarelo,41,1946,83
Amarelo,72,3648,83
Amarelo,88,2137,83
Amarelo,57,2030,83
Amarelo,30,2009,83
Amarelo,66,2232,84
Amarelo,56,2418,84
Amarelo,71,2138,84
Amarelo,48,3729,84
Amarelo,60,3759,84
Amarelo,54,2013,84
Amarelo,65,2016,84
Amarelo,74,2101,85
Amarelo,62,1987,86
Amarelo,47,3509,86
Amarelo,34,3703,86
Amarelo,85,2136,86
Amarelo,72,3685,86
Amarelo,47,3751,86
Amarelo,69,2133,87
Amarelo,90,2072,87
Amarelo,38,2073,87
Amarelo,36,2134,87
Amarelo,62,2135,87
Amarelo,62,3727,88
Amarelo,20,2076,88
Amarelo,67,2132,88
Amarelo,43,2032,88
Amarelo,93,1935,88
Amarelo,59,3741,88
Amarelo,71,1997,88
Amarelo,61,1918,88
Amarelo,88,2018,89
Amarelo,4,1947,89
Amarelo,33,2826,89
Vermelho,84,3729,90
Amarelo,90,3749,90
Amarelo,61,1639,90
Amarelo,48,2142,90
Amarelo,52,1956,90
Amarelo,31,3729,90
Vermelho,52,2017,90
Amarelo,82,3738,90
Amarelo,51,2144,90
Amarelo,18,2077,90
Amarelo,47,2017,90
Amarelo,19,2016,90
Amarelo,87,2008,91
Amarelo,27,2145,91
Amarelo,85,2140,91
Amarelo,68,2141,91
Amarelo,24,3760,91
Amarelo,41,2015,92
Amarelo,57,2142,92
Amarelo,35,1979,92
Amarelo,93,1996,93
Amarelo,47,2143,93
Amarelo,52,2042,93
Amarelo,62,3726,94
Amarelo,40,2139,94
Amarelo,81,2195,94
Amarelo,26,2132,94
Amarelo,72,2118,95
Amarelo,40,1956,95
Amarelo,67,1995,95
Amarelo,26,1960,95
Amarelo,69,2153,95
Amarelo,12,1934,95
Amarelo,35,2146,95
Amarelo,15,2117,95
Amarelo,56,3510,96
Amarelo,56,2025,96
Amarelo,36,3751,96
Amarelo,36,2150,96
Amarelo,61,2007,97
Amarelo,26,2151,97
Amarelo,6,2063,97
Amarelo,48,1946,97
Amarelo,70,2152,98
Amarelo,52,602,98
Amarelo,79,1980,98
Amarelo,24,3752,98
Amarelo,62,1983,98
Amarelo,87,2148,98
Amarelo,54,2149,98
Amarelo,73,3499,99
Amarelo,83,2041,99
Amarelo,49,3678,99
Amarelo,65,2081,100
Amarelo,13,2146,100
Amarelo,69,2147,100
Amarelo,64,2040,100
Amarelo,95,2418,100
Amarelo,25,1975,100
Vermelho,64,1935,101
Amarelo,61,1992,101
Amarelo,92,2219,101
Amarelo,79,2158,101
Amarelo,37,2159,101
Amarelo,93,146,101
Amarelo,87,2005,101
Amarelo,67,2024,101
Amarelo,79,2160,102
Amarelo,92,1934,102
Amarelo,36,3755,102
Amarelo,91,542,102
Amarelo,39,2157,102
Amarelo,47,1977,102
Amarelo,6,2153,102
Amarelo,74,1979,103
Amarelo,56,1940,103
Amarelo,9,3519,103
Amarelo,94,2030,104
Amarelo,58,3747,104
Amarelo,70,2155,104
Amarelo,53,1985,104
Amarelo,77,2009,104
Amarelo,72,2353,104
Amarelo,55,1898,104
Amarelo,16,153,104
Vermelho,46,2156,105
Amarelo,38,1941,105
Amarelo,84,2041,106
Amarelo,73,2060,106
Amarelo,73,1998,107
Amarelo,85,3509,107
Amarelo,92,2154,108
Amarelo,33,2142,108
Amarelo,89,3750,108
Amarelo,87,1639,108
Amarelo,89,2048,109
Amarelo,91,2163,109
Amarelo,61,2164,109
Amarelo,49,1991,110
Amarelo,34,2165,110
Amarelo,60,2048,111
Amarelo,69,1566,111
Amarelo,40,2147,111
Vermelho,38,3751,112
Amarelo,38,3751,112
Amarelo,36,3509,112
Amarelo,43,3753,112
Amarelo,37,3700,112
Amarelo,62,2242,112
Amarelo,31,3517,112
Amarelo,69,2153,113
Amarelo,62,470,113
Amarelo,56,2021,113
Amarelo,61,1932,113
Amarelo,92,2027,114
Amarelo,53,2006,114
Amarelo,56,1763,114
Amarelo,70,2064,115
Amarelo,62,2082,115
Amarelo,68,2525,115
Amarelo,72,2084,116
Amarelo,72,1983,116
Amarelo,64,2009,116
Amarelo,47,2062,117
Amarelo,90,3754,117
Amarelo,87,2032,117
Amarelo,34,2000,117
Amarelo,88,2192,118
Amarelo,42,1940,118
Amarelo,54,2171,118
Amarelo,75,2067,119
Amarelo,88,3496,119
Amarelo,71,2018,119
Vermelho,94,1982,119
Amarelo,80,1982,119
Amarelo,38,1952,119
Amarelo,76,2826,119
Amarelo,25,3495,119
Amarelo,14,2018,120
Amarelo,49,3496,120
Amarelo,38,1985,120
Amarelo,80,2080,121
Amarelo,94,3742,121
Amarelo,60,2169,123
Amarelo,10,2084,123
Amarelo,23,3728,123
Amarelo,24,2030,123
Amarelo,70,2170,123
Amarelo,3,1934,123
Amarelo,86,2013,124
Amarelo,76,2166,124
Amarelo,77,2167,124
Amarelo,85,2278,124
Amarelo,21,2168,124
Amarelo,43,3778,125
Amarelo,90,2077,125
Vermelho,65,183,126
Amarelo,63,2069,126
Amarelo,42,183,126
Amarelo,90,1940,126
Amarelo,42,1988,126
Amarelo,11,306,126
Amarelo,84,1989,127
Amarelo,82,2064,127
Vermelho,70,2175,128
Amarelo,94,2343,128
Amarelo,86,2174,128
Amarelo,47,2175,128
Vermelho,55,2148,128
Amarelo,87,2243,128
Amarelo,53,2148,128
Amarelo,39,637,128
Amarelo,90,2239,129
Amarelo,70,1998,129
Amarelo,26,2062,129
Amarelo,11,2027,129
Amarelo,59,2173,129
Amarelo,71,1975,130
Amarelo,15,2157,130
Amarelo,62,3700,131
Amarelo,26,2028,131
Amarelo,78,3685,131
Amarelo,33,3689,131
Amarelo,59,1977,132
Amarelo,20,3729,132
Amarelo,27,3702,132
Amarelo,61,3728,132
Amarelo,24,2118,132
Amarelo,38,3746,132
Amarelo,80,2172,133
Amarelo,71,2068,133
Amarelo,84,2179,133
Amarelo,14,2150,133
Amarelo,65,1951,134
Amarelo,90,1982,134
Amarelo,80,1639,134
Amarelo,71,3496,135
Amarelo,5,2022,135
Amarelo,64,3519,135
Amarelo,39,2048,136
Amarelo,13,637,136
Amarelo,30,602,136
Vermelho,46,1566,136
Amarelo,38,1566,136
Amarelo,45,665,136
Amarelo,14,1983,136
Amarelo,86,2135,137
Amarelo,94,2058,137
Amarelo,74,2178,137
Amarelo,2,1978,137
Amarelo,94,2073,137
Amarelo,59,2033,137
Amarelo,80,1949,137
Amarelo,27,2158,137
Amarelo,17,2176,138
Amarelo,65,2007,138
Amarelo,85,2239,138
Amarelo,79,3743,138
Amarelo,18,1975,139
Amarelo,18,2076,139
Amarelo,61,2177,139
Amarelo,78,2042,139
Amarelo,60,2080,140
Amarelo,41,2117,140
Amarelo,72,2041,140
Amarelo,84,2193,140
Amarelo,52,2194,140
Amarelo,24,1995,140
Amarelo,9,2112,140
Amarelo,51,3746,141
Amarelo,37,2072,141
Amarelo,45,1981,142
Amarelo,90,1956,142
Amarelo,42,2138,142
Amarelo,94,2191,142
Amarelo,86,1977,142
Amarelo,64,3509,143
Amarelo,40,2192,143
Amarelo,30,3700,143
Vermelho,81,1095,144
Amarelo,32,2114,144
Amarelo,57,2067,144
Amarelo,42,2050,144
Amarelo,60,1095,144
Amarelo,90,2190,144
Amarelo,46,2411,144
Amarelo,20,2038,145
Amarelo,89,3748,145
Amarelo,47,2188,145
Amarelo,54,3733,145
Amarelo,48,3743,146
Amarelo,67,2189,146
Amarelo,10,2081,146
Amarelo,65,2030,146
Amarelo,74,1960,146
Amarelo,59,2203,146
Amarelo,41,3500,147
Amarelo,56,2168,147
Amarelo,86,2265,148
Amarelo,63,2015,148
Amarelo,71,2133,148
Amarelo,72,2200,148
Amarelo,14,2826,148
Amarelo,43,2179,148
Amarelo,91,2199,149
Amarelo,53,1935,149
Amarelo,27,2202,149
Amarelo,85,2109,149
Amarelo,44,2006,149
Amarelo,93,3741,149
Amarelo,73,3693,149
Amarelo,42,2165,149
Amarelo,88,542,149
Amarelo,62,3075,149
Amarelo,42,2201,149
Amarelo,87,1639,150
Amarelo,52,2154,150
Amarelo,69,1998,150
Amarelo,22,2195,150
Amarelo,65,2196,150
Amarelo,22,2197,150
Amarelo,62,2032,150
Amarelo,26,2198,151
Amarelo,67,3711,152
Amarelo,36,2199,152
Amarelo,46,2200,152
Amarelo,46,1984,153
Amarelo,14,1918,153
Amarelo,90,2386,154
Amarelo,38,1939,154
Amarelo,66,3776,154
Amarelo,29,3500,154
Amarelo,70,3728,155
Amarelo,92,3742,155
Amarelo,76,3703,155
Amarelo,38,3695,155
Amarelo,41,1934,155
Amarelo,82,3508,155
Amarelo,73,3509,155
Amarelo,6,2168,156
Amarelo,42,2025,156
Vermelho,92,2025,156
Amarelo,24,2166,156
Amarelo,92,2164,156
Amarelo,6,2163,156
Amarelo,56,2411,157
Amarelo,29,3075,157
Amarelo,54,2206,157
Amarelo,28,2207,157
Amarelo,95,2174,158
Amarelo,55,2204,158
Amarelo,79,2324,159
Amarelo,77,1953,159
Amarelo,84,3670,159
Amarelo,69,2064,159
Amarelo,93,2205,160
Amarelo,73,1958,160
Amarelo,50,153,160
Amarelo,65,2024,160
Amarelo,87,2258,160
Amarelo,56,1985,160
Amarelo,76,2219,160
Amarelo,48,1950,160
Amarelo,90,2109,161
Amarelo,76,2239,161
Amarelo,33,1268,161
Amarelo,81,2217,161
Amarelo,35,2072,161
Amarelo,40,1947,162
Amarelo,92,2218,162
Amarelo,49,2051,162
Vermelho,47,1996,163
Amarelo,91,2009,163
Amarelo,73,2084,163
Amarelo,23,2169,163
Amarelo,55,1988,163
Amarelo,36,2075,163
Amarelo,86,3777,163
Amarelo,55,3743,163
Amarelo,18,1946,163
Amarelo,44,1095,163
Amarelo,27,2068,163
Amarelo,81,3710,164
Amarelo,55,2152,164
Amarelo,24,2215,164
Vermelho,92,1983,164
Amarelo,55,2216,164
Amarelo,42,3744,164
Vermelho,76,3509,165
Amarelo,34,3513,165
Amarelo,37,3681,165
Amarelo,53,3736,166
Amarelo,46,2042,166
Amarelo,85,3687,166
Amarelo,49,1991,166
Amarelo,73,2066,167
Amarelo,65,2189,167
Amarelo,87,2063,167
Amarelo,72,2048,167
Amarelo,84,1960,167
Amarelo,68,2082,167
Amarelo,1,2229,167
Amarelo,74,817,167
Amarelo,56,2164,168
Amarelo,58,2223,169
Amarelo,60,3737,169
Amarelo,87,2221,170
Amarelo,69,3746,170
Amarelo,93,2205,170
Amarelo,82,2222,170
Amarelo,77,3669,170
Amarelo,55,1953,170
Amarelo,91,1986,170
Amarelo,79,153,171
Amarelo,67,1985,171
Amarelo,89,2177,171
Amarelo,23,2220,171
Amarelo,70,2038,171
Amarelo,54,2103,171
Amarelo,37,2166,171
Amarelo,13,3747,172
Amarelo,16,2148,172
Amarelo,51,2257,172
Amarelo,53,2266,172
Amarelo,11,2052,172
Amarelo,57,2154,173
Amarelo,44,3738,173
Amarelo,57,3510,173
Amarelo,36,3739,173
Amarelo,51,2228,173
Amarelo,66,3508,173
Amarelo,50,3700,173
Amarelo,92,1939,174
Amarelo,93,3701,174
Amarelo,55,542,174
Amarelo,56,2227,174
Amarelo,59,2027,174
Amarelo,49,3075,174
Amarelo,69,3496,175
Amarelo,96,1987,175
Amarelo,44,2018,175
Amarelo,57,2226,175
Amarelo,87,2152,176
Amarelo,92,2150,176
Amarelo,94,2324,176
Amarelo,82,602,176
Amarelo,83,2134,176
Amarelo,91,2194,177
Vermelho,87,2224,177
Amarelo,61,1976,177
Amarelo,32,2225,177
Amarelo,89,1949,178
Amarelo,37,2178,178
Amarelo,61,2170,178
Amarelo,4,1956,178
Amarelo,76,2023,178
Amarelo,26,2192,178
Amarelo,49,2118,178
Amarelo,69,3678,180
Amarelo,65,2050,180
Amarelo,78,3679,180
Amarelo,78,1951,180
Amarelo,29,2067,180
Amarelo,87,2178,181
Amarelo,86,1941,181
Amarelo,47,2241,181
Amarelo,9,2242,182
Amarelo,79,2226,182
Amarelo,75,3704,182
Amarelo,22,3775,182
Amarelo,77,3712,182
Amarelo,60,3740,182
Amarelo,17,2240,182
Amarelo,64,3166,183
Amarelo,51,2145,183
Amarelo,11,2147,183
Amarelo,88,3688,184
Amarelo,45,3703,184
Amarelo,72,183,184
Amarelo,35,2237,184
Amarelo,94,2238,184
Amarelo,51,3681,184
Amarelo,32,3696,184
Amarelo,67,2078,184
Vermelho,46,3719,185
Amarelo,83,2239,185
Amarelo,70,2200,185
Amarelo,42,3719,185
Amarelo,87,2160,185
Amarelo,26,2049,185
Amarelo,48,2098,185
Amarelo,35,1436,186
Amarelo,92,2142,186
Amarelo,91,2299,187
Amarelo,66,2205,187
Amarelo,14,2164,187
Amarelo,70,1954,187
Amarelo,27,2222,187
Amarelo,90,2021,188
Amarelo,85,3728,188
Amarelo,62,3755,188
Amarelo,93,1095,188
Amarelo,89,1955,188
Amarelo,70,2170,188
Amarelo,45,3729,188
Amarelo,76,1933,188
Amarelo,64,2000,189
Amarelo,22,1998,189
Vermelho,64,1945,189
Amarelo,30,2244,189
Vermelho,91,2441,190
Amarelo,39,2033,190
Amarelo,77,2441,190
Amarelo,17,3693,190
Amarelo,78,2073,190
Amarelo,36,2243,190
Amarelo,27,1935,190
Amarelo,14,3727,190
Amarelo,69,146,191
Amarelo,92,1997,191
Amarelo,62,2056,191
Amarelo,64,1949,191
Amarelo,75,2195,191
Amarelo,71,3635,192
Amarelo,42,2198,192
Amarelo,58,3703,192
Amarelo,91,2247,192
Amarelo,63,2257,192
Amarelo,81,3509,192
Amarelo,44,2238,192
Vermelho,71,2133,193
Amarelo,80,2165,193
Amarelo,37,2054,193
Amarelo,11,2134,193
Vermelho,53,2054,193
Amarelo,73,1992,193
Amarelo,54,3731,193
Amarelo,70,3732,194
Amarelo,30,2096,194
Amarelo,33,3733,194
Amarelo,79,2228,194
Amarelo,49,2154,194
Amarelo,26,2245,194
Amarelo,66,2171,195
Amarelo,69,2051,195
Amarelo,78,2075,195
Amarelo,48,2246,195
Amarelo,66,2369,195
Amarelo,72,3725,197
Amarelo,12,2081,197
Vermelho,49,2826,197
Amarelo,47,2229,197
Amarelo,91,2174,198
Amarelo,82,3704,198
Amarelo,88,860,199
Amarelo,92,2006,199
Amarelo,94,2152,199
Amarelo,87,2046,199
Vermelho,95,1956,200
Amarelo,51,1934,200
Amarelo,20,2153,200
Vermelho,51,1934,200
Amarelo,15,1985,200
Amarelo,41,1956,200
Amarelo,20,2118,200
Amarelo,50,1989,201
Amarelo,67,3635,201
Amarelo,52,2247,201
Amarelo,90,2198,201
Amarelo,62,2257,201
Amarelo,38,2113,202
Amarelo,82,2147,202
Amarelo,19,2077,202
Amarelo,78,2048,203
Amarelo,59,1987,203
Amarelo,60,1988,203
Amarelo,7,1933,203
Amarelo,75,2256,203
Amarelo,29,1566,203
Amarelo,53,2386,203
Amarelo,42,2170,204
Amarelo,54,3735,204
Amarelo,32,2261,204
Amarelo,37,2262,205
Amarelo,74,1982,205
Amarelo,59,183,205
Amarelo,86,2341,206
Amarelo,91,3725,206
Amarelo,60,3711,206
Amarelo,68,2263,206
Amarelo,83,2218,206
Amarelo,65,1960,207
Amarelo,34,2194,207
Amarelo,8,2205,207
Amarelo,62,2259,207
Amarelo,33,2103,207
Amarelo,56,3734,208
Amarelo,89,2260,208
Amarelo,7,2041,208
Amarelo,69,2157,209
Amarelo,21,1949,209
Amarelo,59,2219,209
Amarelo,64,2238,210
Amarelo,94,1953,210
Amarelo,45,2221,210
Amarelo,38,3680,210
Amarelo,94,3700,210
Amarelo,54,3723,210
Amarelo,85,3637,210
Amarelo,39,2525,210
Amarelo,56,3734,211
Amarelo,28,2258,212
Amarelo,77,2154,213
Amarelo,37,2196,213
Amarelo,77,2228,213
Amarelo,58,2142,213
Amarelo,79,2266,213
Amarelo,87,2289,214
Amarelo,77,3757,214
Amarelo,69,2267,214
Amarelo,32,1935,214
Amarelo,75,3703,214
Amarelo,34,3513,214
Vermelho,95,2265,215
Vermelho,57,2200,215
Amarelo,95,2218,215
Amarelo,56,3496,215
Amarelo,76,3724,215
Amarelo,18,2017,215
Vermelho,59,3496,215
Amarelo,75,2015,215
Amarelo,47,2200,215
Amarelo,40,2118,215
Amarelo,87,3707,216
Amarelo,73,1940,216
Amarelo,5,2069,216
Amarelo,84,1988,216
Amarelo,17,2264,216
Amarelo,24,2224,216
Amarelo,68,2156,217
Amarelo,36,2411,217
Vermelho,82,1937,217
Amarelo,7,2020,217
Amarelo,40,1982,217
Amarelo,19,2067,217
Amarelo,81,2051,218
Amarelo,38,2168,218
Amarelo,77,2147,218
Amarelo,95,2277,219
Amarelo,42,1949,220
Amarelo,36,3710,220
Amarelo,61,2132,221
Amarelo,59,2174,221
Amarelo,71,2238,222
Amarelo,35,3509,222
Amarelo,63,2275,222
Amarelo,34,3711,222
Amarelo,61,3513,222
Amarelo,6,3723,222
Amarelo,59,3719,222
Amarelo,31,3725,222
Amarelo,92,2276,223
Amarelo,84,2027,223
Amarelo,85,2217,223
Amarelo,65,2274,224
Amarelo,67,2223,224
Amarelo,46,2021,224
Amarelo,90,2242,224
Amarelo,56,3683,224
Amarelo,64,3501,224
Amarelo,7,2170,224
Amarelo,91,2025,225
Amarelo,80,2172,225
Amarelo,19,1990,225
Amarelo,28,2262,225
Amarelo,89,3774,225
Amarelo,39,2179,225
Vermelho,84,665,226
Amarelo,82,2279,226
Amarelo,41,1983,226
Amarelo,77,2203,226
Amarelo,61,1960,226
Vermelho,65,1960,226
Amarelo,93,2324,226
Amarelo,46,2078,226
Amarelo,81,2194,226
Amarelo,77,2082,226
Amarelo,79,1943,227
