n_minuto_gol,id_jogador,id_jogo
21,2702,852
15,1210,854
48,2063,855
14,2578,855
51,2063,855
66,2578,855
73,982,855
39,4103,855
83,2296,856
90,3004,856
67,2836,856
56,4104,857
26,2816,857
32,2745,857
34,2456,860
70,2861,860
15,1954,861
47,1954,861
11,2637,861
27,2324,862
37,306,862
52,2739,862
4,2834,863
58,2585,864
48,4105,864
76,2797,864
22,2816,865
9,2904,865
8,2859,866
15,2842,866
70,2601,866
71,3016,866
74,2304,866
54,2457,867
68,2788,867
39,4103,868
90,637,868
1,2746,868
54,2142,870
64,2282,870
10,2889,870
77,1436,870
57,2889,870
46,2419,870
18,2412,871
45,2768,871
78,2412,871
61,2112,871
64,3609,871
19,2879,872
89,2568,873
65,2945,873
3,3714,873
83,2586,873
45,2440,873
81,2885,874
42,2804,875
84,2273,875
69,2950,875
89,2902,875
7,2876,875
75,1528,876
10,306,876
53,2164,877
2,2929,877
40,2259,877
43,1073,878
56,2637,878
91,2637,878
8,2835,878
21,2904,879
39,2904,879
70,2427,879
78,2296,880
89,3620,880
47,2834,880
92,2761,880
48,2836,880
73,3020,880
1,2296,880
89,2276,880
53,161,882
54,2702,883
83,2768,883
24,2258,883
65,2745,883
20,2440,884
89,306,885
78,2786,885
80,4102,885
59,306,885
65,2945,886
87,3002,886
61,4103,886
57,2735,887
18,2842,888
49,2805,888
2,3020,888
52,4101,889
8,2836,889
59,2760,890
72,3026,890
11,2884,890
66,2637,890
92,1528,891
60,2717,891
17,2904,893
79,2734,893
10,1826,893
45,2241,894
93,2730,894
76,2857,894
57,3267,895
12,3267,895
43,2974,896
34,2259,896
60,2259,896
47,2751,897
65,159,899
68,2788,899
82,2788,899
6,2888,900
56,2063,900
83,2783,901
24,2050,901
34,2886,901
57,2559,901
80,2842,901
68,2585,901
22,2339,902
56,2746,902
72,2063,902
84,2819,902
9,2750,903
16,2890,903
56,2809,903
71,2481,904
46,2818,904
7,2164,905
26,2578,905
15,2875,906
22,2078,906
11,2884,907
45,159,908
71,2745,908
22,2808,909
63,146,909
39,2282,909
75,2282,909
68,2839,909
46,146,909
41,2834,910
85,2834,910
76,1933,910
84,3647,911
59,2906,911
33,2653,912
60,2027,913
43,2819,914
46,2903,914
26,2651,914
82,2917,914
25,2811,915
88,2846,915
86,3016,915
53,2440,916
51,1826,917
92,1954,917
38,1826,917
34,2457,918
30,2865,919
82,1442,919
71,2768,919
20,2746,919
32,2945,919
56,2585,920
77,761,920
60,2556,920
15,2906,921
53,2839,922
17,2282,922
22,2834,923
67,2836,923
71,2239,923
55,2164,924
70,1723,924
20,2164,924
61,2875,925
86,2875,925
5,2902,925
12,2682,925
52,2585,926
89,2190,926
42,2152,927
61,2746,928
74,4100,928
78,2884,929
87,3016,929
19,2842,929
35,2842,929
88,2827,931
93,2816,931
60,4097,931
48,2999,931
93,4098,932
40,2771,932
76,1717,934
87,1717,934
30,2904,935
85,2821,935
20,2626,937
3,2953,937
11,2920,937
17,2925,938
14,2898,938
2,2952,938
41,2898,938
73,2033,938
53,2898,938
30,2902,939
85,2832,939
61,3575,940
90,761,941
75,4099,942
37,2726,942
50,3026,942
43,2994,943
80,2828,943
40,2653,943
63,1940,943
39,2953,944
64,2953,944
84,2751,944
3,2649,945
64,2649,945
48,2952,945
78,2767,945
82,4094,946
46,2462,946
43,2834,947
79,2920,947
91,2550,947
21,2553,947
66,2925,948
2,2833,948
24,2839,949
51,2903,950
83,2819,950
47,2971,951
17,2562,952
48,2583,952
61,2932,952
37,2750,953
83,2972,953
5,2745,953
48,2794,953
50,2925,954
20,2885,954
27,2828,954
3,2988,954
69,2436,955
94,2436,955
12,1910,955
93,3020,956
44,1837,957
91,2947,958
92,4093,959
72,2846,959
46,2905,959
92,3016,960
47,3020,960
52,3020,960
40,2834,961
70,1049,962
72,3631,962
30,2934,962
16,2941,963
70,2756,963
52,2755,963
73,2904,963
30,2971,964
37,2875,965
85,4096,965
73,2653,966
86,2926,966
59,2436,966
3,1985,967
48,2925,967
88,2733,967
51,3015,968
43,4095,968
71,1528,968
36,2819,969
50,2735,969
48,2818,970
49,2131,971
53,2925,971
53,2140,972
87,2834,972
19,1073,973
25,2832,973
42,2902,975
9,1049,975
91,3575,975
71,2934,975
9,2952,976
89,2790,976
37,2938,977
64,3097,977
86,2771,977
7,2457,978
20,2951,979
79,2508,979
48,2462,979
14,2649,979
61,1992,979
21,3016,980
29,3020,980
80,4054,980
57,2809,981
64,2965,981
87,2550,981
28,2902,981
50,2842,982
4,3017,983
46,2836,984
63,2836,984
59,2865,984
56,2888,985
71,1837,985
48,2953,985
35,2999,986
39,2940,986
22,2618,986
31,1996,986
90,2785,987
67,2904,987
14,3031,987
62,2792,988
47,2717,988
54,2966,988
21,2702,989
70,2925,989
62,2956,990
28,2436,990
43,2952,990
60,3031,991
22,2973,991
44,2785,991
73,2860,992
31,2953,992
87,2462,992
66,2875,992
71,2902,993
66,2918,994
80,3016,994
46,159,995
2,2651,995
40,159,995
70,2889,996
6,2751,996
80,2955,996
50,2805,996
90,2790,996
72,2965,996
53,2077,996
92,1294,996
85,2849,997
37,3015,997
71,2746,997
44,2904,999
58,2874,999
77,2649,1000
92,2895,1000
49,2645,1000
28,2834,1000
73,3585,1000
88,1886,1000
4,2586,1001
38,2906,1002
15,3017,1002
44,2874,1002
80,2830,1002
91,2965,1003
53,2820,1004
76,2819,1004
95,2904,1004
28,1996,1005
15,3015,1005
82,2637,1006
62,2556,1006
54,2481,1007
89,3574,1007
4,2164,1007
59,2822,1008
47,2865,1009
43,2606,1010
5,2835,1011
76,2888,1011
37,1210,1012
71,1049,1012
31,2868,1013
76,2131,1013
40,2649,1014
80,159,1015
31,2930,1016
43,4082,1017
33,2820,1017
56,2819,1017
12,4082,1017
5,2945,1018
101,2751,1018
88,1442,1018
103,2746,1018
56,2751,1018
45,2531,1019
90,3593,1020
57,2888,1021
76,2926,1021
51,2169,1021
11,1826,1022
65,2874,1023
78,154,1024
47,154,1024
67,2724,1024
60,4090,1025
66,2751,1025
1,2857,1025
38,3017,1025
72,4091,1026
52,2827,1026
94,2164,1027
10,2562,1028
89,3575,1029
74,2988,1029
84,2585,1029
29,2868,1030
81,2626,1030
31,2824,1030
15,2836,1030
66,2797,1031
87,2649,1031
11,4092,1031
54,2578,1031
26,2973,1033
16,2938,1033
55,4082,1033
40,2816,1033
9,2973,1033
31,2436,1034
83,2782,1034
24,2842,1035
38,2886,1035
38,2868,1036
79,2819,1036
16,2822,1036
72,1985,1037
5,2494,1038
33,2698,1039
66,2169,1039
80,2847,1039
70,2739,1039
56,2809,1039
49,2828,1040
73,2828,1040
13,2885,1040
53,2845,1041
19,2901,1042
84,159,1042
88,2710,1042
42,2457,1042
64,1723,1044
48,2945,1044
80,2436,1044
43,2282,1045
25,2425,1045
87,2494,1046
81,2131,1047
12,2925,1047
6,3267,1048
57,1210,1048
87,2190,1048
3,2754,1049
88,2512,1049
92,2761,1050
57,2419,1051
90,2902,1051
44,2682,1051
38,2786,1053
55,2786,1053
30,2739,1053
48,3015,1053
81,2751,1053
92,3004,1053
85,3020,1054
24,2994,1055
37,2903,1055
85,2626,1056
36,2836,1056
65,2553,1056
47,2562,1058
47,2578,1059
54,2785,1059
12,4088,1059
46,2945,1060
51,2836,1061
5,2761,1061
70,2006,1061
35,2531,1061
91,2969,1061
20,2710,1063
68,159,1063
66,2601,1064
81,2494,1064
57,2870,1064
84,2832,1065
57,2832,1065
86,2915,1065
17,306,1066
39,2717,1066
70,4089,1067
74,2904,1067
51,2819,1067
6,2282,1068
21,3589,1069
10,2583,1069
72,2425,1070
81,2146,1070
31,1723,1070
87,2531,1071
82,4083,1072
11,2875,1072
46,2717,1073
15,2585,1073
59,2585,1073
6,2786,1073
40,1900,1074
32,1826,1075
21,1073,1075
46,2754,1075
64,1996,1077
15,2104,1077
88,2822,1078
90,2836,1078
16,1886,1078
4,637,1079
85,2976,1080
54,1826,1081
48,2164,1082
37,2797,1082
31,2938,1082
88,2827,1082
87,2626,1083
33,1049,1083
90,2585,1083
82,2834,1083
84,2550,1084
74,2833,1084
14,4085,1085
32,2778,1087
7,2494,1087
67,2945,1089
27,3593,1090
67,2953,1092
93,3003,1092
14,2875,1092
61,4083,1092
67,2436,1093
22,2904,1093
89,2945,1093
33,2778,1094
17,3026,1095
82,2827,1096
69,3097,1096
30,159,1096
5,2827,1096
43,159,1096
51,2258,1097
93,4087,1097
26,2898,1097
9,2797,1097
45,1954,1097
46,2702,1097
53,2999,1098
93,2653,1098
76,2902,1099
47,1826,1100
45,2282,1100
90,2282,1100
62,2457,1101
29,2164,1101
33,2902,1102
65,2814,1102
75,1996,1103
43,1985,1104
33,2050,1105
44,1580,1106
93,2818,1106
35,2945,1107
68,2436,1107
84,2945,1107
62,2827,1107
93,4086,1107
12,2953,1108
66,1949,1108
13,2651,1109
57,2928,1109
59,2626,1110
27,2637,1110
57,2816,1111
61,2827,1111
23,2794,1111
46,2973,1111
48,2436,1112
22,2702,1112
89,2312,1112
62,2436,1112
63,1073,1113
25,3000,1114
65,2932,1114
11,2758,1114
42,2903,1115
35,154,1116
22,2788,1116
29,1049,1117
43,2930,1117
88,2653,1117
2,3031,1117
46,4082,1118
39,2481,1118
55,2868,1119
31,2751,1119
80,4084,1119
14,2739,1119
59,2878,1119
6,2836,1119
56,3015,1120
17,3020,1121
66,2904,1121
12,2889,1122
80,2924,1122
53,2771,1122
64,3593,1122
75,2651,1124
23,4084,1125
25,2773,1125
91,3555,1125
5,2585,1126
87,1049,1126
26,2995,1127
49,2739,1128
90,2809,1128
88,2739,1128
53,2932,1128
61,2778,1128
86,2806,1128
18,2076,1129
11,2827,1130
24,2702,1131
55,3015,1131
57,2931,1131
59,2131,1131
8,2786,1131
72,2645,1132
88,2824,1132
17,2761,1133
30,3555,1134
58,2953,1134
73,2953,1134
1,4083,1134
82,3003,1134
16,2384,1136
46,2512,1136
13,2827,1136
65,2729,1137
60,2904,1137
49,2436,1138
47,1826,1139
89,2282,1139
59,2336,1140
24,4031,1140
22,1237,1141
56,3021,1141
58,3041,1142
48,2971,1142
39,2339,1142
87,3028,1142
4,2971,1142
48,2925,1143
40,3130,1144
73,2735,1144
45,2943,1144
92,2735,1144
33,3088,1146
44,3252,1146
40,3101,1146
72,3099,1146
42,3204,1146
15,3202,1146
47,3204,1146
38,2913,1146
46,2648,1147
6,2832,1147
80,2648,1147
41,3120,1147
46,1949,1148
54,1949,1148
35,2940,1149
66,3055,1149
71,3055,1149
32,2617,1149
63,3032,1149
7,2048,1150
40,2050,1151
50,2934,1151
64,1225,1151
73,3105,1152
54,1680,1153
75,3049,1153
83,3047,1153
75,1237,1154
46,2140,1155
59,3043,1155
36,2971,1156
38,2797,1156
40,1555,1156
21,2761,1157
65,2979,1157
34,2282,1158
20,2258,1158
11,3129,1159
91,3003,1159
93,2633,1160
59,2971,1160
26,3049,1160
65,2971,1160
75,4069,1160
62,3129,1161
83,3003,1161
71,3083,1162
36,2834,1163
80,3137,1163
48,3130,1163
50,3130,1163
56,154,1164
25,3575,1164
27,2717,1165
83,2127,1166
87,3261,1167
34,1490,1167
5,3261,1167
74,1490,1167
17,2656,1167
84,1490,1167
64,2412,1167
44,2761,1168
38,3084,1169
17,3021,1169
61,3081,1170
65,2816,1171
32,2797,1171
49,2971,1171
69,306,1172
75,1237,1172
33,2595,1173
93,2140,1175
38,3043,1175
51,3130,1177
27,3021,1178
47,3166,1178
16,3087,1179
41,3089,1179
73,3586,1179
8,159,1180
33,3246,1180
16,2836,1181
51,1681,1182
96,2339,1183
46,3049,1184
58,552,1184
48,3049,1184
84,4081,1184
3,1528,1184
92,4081,1184
39,1237,1184
84,3190,1185
56,3062,1185
37,3148,1186
77,77,1186
45,3148,1186
93,3129,1187
64,3584,1187
27,2089,1188
91,2140,1188
34,3105,1188
60,2583,1188
90,3066,1188
61,2583,1188
21,2089,1188
81,2583,1188
73,3084,1188
18,3252,1189
94,2847,1190
18,2971,1190
10,3120,1190
41,3118,1190
94,1490,1191
63,3049,1191
91,3038,1191
23,3116,1192
66,1178,1192
7,2653,1192
55,2617,1192
61,3149,1193
71,3435,1193
16,2373,1193
73,3070,1193
26,3130,1193
18,3555,1194
63,2060,1194
84,3170,1194
7,306,1194
41,1337,1194
65,3253,1195
20,2816,1195
61,2934,1196
56,2595,1196
80,2925,1197
62,2925,1197
36,4079,1198
27,4079,1198
86,1339,1199
25,3098,1200
48,3148,1200
17,384,1200
92,3148,1200
90,2569,1201
42,2761,1202
50,3109,1202
76,2816,1202
30,2761,1202
48,2870,1204
59,2934,1204
29,3025,1205
61,3066,1205
41,3046,1205
51,4079,1206
43,1022,1207
8,2823,1209
80,2140,1209
4,2569,1210
20,1680,1211
29,3116,1214
54,2531,1214
81,3137,1215
46,3073,1215
8,2296,1215
45,3089,1216
92,1718,1216
18,2847,1216
84,3578,1216
48,3118,1216
82,2888,1216
36,3213,1217
81,2971,1217
55,1049,1217
95,3024,1217
79,3142,1218
46,2282,1218
17,3054,1218
38,2865,1218
16,2583,1219
46,2127,1219
42,2089,1219
48,2898,1219
60,1949,1219
63,2131,1219
77,2945,1220
34,2945,1220
50,1726,1221
84,3565,1221
5,3116,1221
61,3116,1221
46,2648,1222
4,2894,1223
21,4077,1224
39,2836,1224
64,2282,1224
16,3062,1224
33,4080,1225
29,2971,1225
59,3154,1225
37,3130,1226
25,1237,1227
79,1022,1227
93,1528,1227
85,3261,1228
10,2562,1228
75,2585,1229
14,1049,1229
82,2585,1229
79,1049,1229
56,3069,1229
19,2585,1229
81,3062,1230
28,2633,1231
38,2127,1232
65,2898,1232
52,2060,1233
7,3218,1234
51,3213,1234
43,2894,1235
17,3056,1235
54,161,1235
57,3562,1235
81,2710,1235
38,3120,1236
45,3120,1236
40,3130,1236
73,3058,1237
11,3189,1238
6,3152,1239
17,3152,1239
78,4078,1240
11,3091,1241
68,2552,1241
48,2296,1242
50,2836,1242
79,2836,1242
6,2127,1242
76,2282,1243
79,1237,1244
38,2585,1246
42,1049,1246
88,2653,1247
21,3162,1247
91,3227,1247
67,2653,1247
70,810,1249
82,3066,1249
93,2578,1249
13,3070,1249
2,2797,1249
42,3066,1249
69,3091,1250
37,3142,1250
88,3054,1250
64,2050,1251
46,2060,1252
46,1237,1252
2,2569,1253
17,3167,1253
84,3578,1254
12,1723,1254
85,3203,1255
73,3181,1255
62,1718,1256
32,2127,1256
42,3053,1256
92,4076,1256
75,1384,1257
44,2945,1257
87,281,1257
54,2945,1257
67,2945,1257
93,3116,1258
22,3189,1258
92,4075,1259
18,3051,1259
85,1826,1259
85,3087,1260
4,3193,1260
54,3193,1260
93,2490,1261
39,3116,1262
23,2060,1263
65,2613,1263
28,72,1264
86,4073,1264
91,3199,1265
14,4074,1265
95,3194,1265
70,2865,1265
75,3162,1265
66,3201,1266
86,3148,1266
58,3129,1266
84,3073,1266
92,2282,1267
63,1490,1267
95,1490,1267
26,2140,1268
80,3083,1269
93,2617,1269
19,2406,1269
11,2653,1269
20,3083,1269
38,1620,1270
82,2061,1270
45,1237,1270
51,1237,1270
71,97,1271
10,3054,1271
46,1073,1271
85,3097,1271
77,1073,1271
37,2847,1271
57,2836,1273
73,2336,1273
26,3030,1273
62,2695,1274
91,3167,1274
60,2249,1275
54,2050,1275
71,3043,1276
35,4072,1276
57,3043,1276
88,2583,1276
75,3087,1277
83,3203,1277
38,3022,1278
47,2617,1278
32,2797,1278
2,2979,1279
70,1786,1279
9,2142,1279
61,3157,1280
58,3097,1281
8,3261,1281
44,3044,1281
63,1949,1281
83,3130,1282
15,3188,1282
60,3085,1282
87,3085,1282
88,3229,1284
13,3229,1284
2,3129,1285
44,2585,1286
32,1718,1286
43,2847,1286
8,2469,1286
42,2797,1287
36,2249,1287
7,3165,1288
19,2282,1288
41,1490,1288
81,1490,1288
64,3574,1290
28,3084,1290
61,3253,1290
7,3058,1291
91,705,1291
46,2617,1291
46,3023,1292
76,3023,1292
29,3023,1292
21,3203,1293
50,1022,1294
48,3118,1295
35,1849,1295
68,2989,1296
76,3172,1296
51,3130,1297
93,3130,1297
18,3072,1298
14,558,1298
68,558,1298
64,2743,1299
19,2562,1299
68,1786,1300
85,1548,1300
17,2875,1300
18,3245,1300
83,1085,1300
24,3245,1300
91,1085,1300
11,1073,1301
35,1350,1301
68,3184,1302
84,1706,1302
40,3065,1302
73,3137,1303
13,1926,1303
18,1294,1304
65,2924,1304
92,3133,1304
59,3193,1304
71,2870,1305
22,1237,1305
47,3261,1306
45,2048,1306
61,3240,1308
20,2695,1309
39,3193,1309
32,1490,1310
49,3165,1310
9,2649,1310
13,2951,1310
31,1237,1311
83,2717,1311
2,3175,1312
36,3175,1312
13,3253,1312
49,2685,1312
83,2089,1313
55,2531,1314
46,4068,1314
86,1350,1314
54,3023,1315
67,3267,1315
85,1566,1315
88,2436,1315
56,705,1315
58,4071,1316
34,3202,1316
56,3202,1316
71,3187,1316
78,3187,1316
57,3237,1317
88,4070,1317
67,3567,1317
19,2249,1318
3,2127,1318
88,2131,1318
9,2613,1319
46,2717,1319
66,2855,1319
83,3077,1319
15,3213,1320
33,1723,1320
58,2971,1320
23,3172,1320
45,3147,1321
66,3253,1321
5,2562,1323
27,3261,1323
40,3204,1324
49,1548,1324
43,3233,1324
18,154,1325
43,3083,1326
22,3134,1326
63,384,1330
73,3203,1331
82,1548,1332
51,2249,1332
57,2249,1332
47,1548,1332
71,281,1332
16,1926,1334
54,3137,1334
77,3120,1335
88,4069,1335
7,2742,1336
59,3875,1337
52,154,1337
25,161,1337
86,2569,1337
20,3233,1337
12,3175,1339
75,3107,1340
56,3107,1340
34,2249,1342
87,3225,1342
21,3412,1343
13,3085,1343
88,3085,1343
79,1548,1344
70,3203,1344
23,3088,1345
47,3233,1345
49,3233,1345
39,3138,1346
95,2695,1346
57,3257,1348
38,2971,1348
87,2971,1348
90,1237,1349
31,3232,1350
47,1706,1351
79,3118,1352
91,2037,1352
36,1718,1352
13,1085,1352
39,1718,1352
52,1548,1352
31,1210,1353
17,1049,1353
61,2336,1354
89,1886,1354
45,3570,1354
16,3087,1355
13,3116,1355
92,2761,1355
56,2988,1356
21,3023,1356
32,3152,1357
68,2865,1358
83,3270,1359
20,2823,1359
68,3261,1359
35,2583,1359
70,3261,1359
33,1350,1360
44,1926,1360
43,3112,1361
65,3235,1362
57,1507,1362
75,3570,1362
34,1548,1362
26,3203,1363
87,3577,1364
45,3217,1364
48,3213,1365
90,2971,1365
46,3253,1365
94,2865,1365
93,2436,1366
58,637,1366
56,3116,1367
69,3116,1367
83,2695,1368
45,2988,1368
63,3225,1368
33,77,1369
55,3101,1369
42,2979,1370
45,1786,1370
93,3221,1371
47,4066,1371
42,77,1371
68,3032,1371
45,3181,1372
83,1886,1372
46,3066,1373
90,3175,1374
53,3242,1374
82,2875,1374
9,2585,1375
93,705,1375
74,1237,1376
47,2971,1377
57,3577,1377
80,3240,1377
91,1620,1377
63,2028,1378
39,2832,1379
81,1225,1380
18,2253,1380
35,3023,1381
78,1906,1382
28,3180,1382
4,2702,1383
22,2898,1383
48,77,1383
57,3116,1384
64,1786,1384
36,3217,1384
84,2122,1384
83,3237,1384
42,2468,1385
42,3167,1386
3,3253,1387
69,3147,1387
94,3175,1387
18,2296,1387
97,3193,1388
39,2633,1389
84,1490,1389
25,3243,1390
64,3084,1390
64,3083,1391
45,3101,1391
76,2436,1392
84,1906,1393
20,2988,1393
15,3097,1394
61,3412,1394
90,3142,1394
95,4067,1394
25,3412,1394
86,3569,1395
36,1085,1396
63,3032,1397
58,77,1397
22,2834,1398
83,2834,1398
53,4065,1399
73,2127,1400
76,2312,1400
13,3235,1400
32,3202,1401
42,1836,1401
25,77,1401
82,3032,1401
66,3412,1402
95,2989,1402
60,2421,1402
79,1906,1403
89,1906,1403
40,2617,1403
10,1237,1403
69,2898,1404
62,2298,1405
3,3227,1405
24,3243,1405
52,1926,1406
47,2436,1407
5,3149,1407
45,2282,1408
66,3133,1408
83,3175,1408
53,4064,1409
69,2870,1409
2,1718,1410
89,3252,1410
39,1849,1410
47,3252,1410
69,2633,1411
60,3129,1412
83,3568,1412
50,2132,1412
77,3032,1413
21,1718,1413
44,2835,1413
59,1073,1413
14,2971,1414
79,1049,1415
10,3165,1416
38,2836,1416
92,1949,1417
94,3204,1418
72,3089,1418
35,1442,1419
22,3097,1419
68,4061,1419
64,3161,1419
34,641,1420
30,4063,1421
9,3257,1422
80,3105,1422
67,2836,1422
30,3021,1422
42,3224,1422
23,2971,1423
85,3543,1423
24,3041,1423
89,1384,1423
96,3245,1425
65,2406,1425
50,3175,1426
4,3240,1426
24,3253,1426
79,3240,1426
66,2132,1426
28,3118,1427
73,2648,1427
69,3233,1428
87,1049,1428
51,2870,1428
85,1049,1428
77,2870,1428
84,1826,1429
4,2436,1429
16,4059,1430
67,3083,1430
79,2089,1431
48,1073,1431
64,1073,1431
54,2835,1431
31,2436,1432
61,1886,1433
67,2834,1433
81,2834,1433
31,2127,1433
14,3129,1434
40,1548,1434
88,3577,1435
70,2282,1435
61,1836,1435
47,3233,1436
89,3252,1436
83,3161,1436
36,3203,1437
7,2595,1437
39,3235,1437
47,3021,1438
4,3066,1438
60,1237,1439
53,3412,1439
76,3042,1439
17,1085,1440
22,2875,1440
34,1566,1440
33,2649,1443
3,3252,1443
39,3130,1445
11,77,1446
66,2041,1446
6,3217,1447
29,2282,1447
40,2617,1447
62,2282,1447
78,3029,1447
42,1490,1447
91,1769,1447
29,2253,1448
62,3067,1448
12,2656,1448
36,3018,1448
6,4060,1449
35,2648,1449
86,2648,1449
64,2131,1449
60,2048,1450
79,2436,1450
50,2836,1450
45,1668,1450
21,1548,1451
61,2578,1452
87,3368,1452
0,3245,1452
50,3100,1453
41,1653,1453
85,3029,1453
17,2548,1453
41,2702,1454
72,2583,1455
82,2140,1455
47,705,1455
70,2583,1455
35,2888,1456
68,2835,1456
38,1237,1456
27,306,1456
29,1022,1456
93,3252,1457
26,3233,1457
9,3117,1458
91,3142,1458
97,1490,1459
65,3021,1459
49,1949,1460
17,2406,1461
33,3252,1461
79,3252,1461
14,2761,1462
18,3245,1462
85,1490,1462
77,2833,1463
6,3147,1464
40,3147,1464
15,3175,1464
20,1073,1464
84,3262,1465
92,2633,1465
64,2436,1465
37,2050,1466
94,3107,1466
65,2836,1467
6,3184,1467
18,1926,1467
27,3091,1467
50,2239,1467
71,3555,1468
59,3084,1468
82,281,1468
26,3021,1468
43,3217,1469
54,4058,1469
69,3230,1469
55,2971,1469
31,3202,1470
48,3260,1471
14,1350,1472
36,1350,1472
42,3184,1473
76,3184,1473
19,3261,1474
16,3132,1474
75,3565,1475
39,1085,1475
64,3252,1476
5,2834,1476
74,2834,1476
55,3252,1476
57,3068,1477
71,2127,1477
6,810,1477
16,72,1477
64,3570,1478
65,1769,1478
13,3021,1479
66,3066,1479
77,2569,1480
37,3235,1480
66,3235,1480
78,4057,1481
58,2127,1481
21,3203,1481
92,3203,1481
33,321,1482
25,3243,1483
52,2836,1483
84,2060,1484
1,2748,1484
45,1237,1484
48,1237,1484
59,77,1485
44,2122,1485
41,384,1485
57,1350,1486
92,3118,1486
79,1350,1486
84,2282,1486
64,677,1486
90,1073,1486
24,3066,1487
77,2695,1487
19,3097,1487
7,3230,1488
78,3252,1489
54,4053,1489
22,3233,1489
16,3023,1489
90,77,1490
35,2695,1490
33,1049,1491
21,3575,1491
46,3267,1491
21,3097,1492
76,2258,1492
39,4056,1494
4,1886,1495
31,1886,1495
14,2006,1495
31,2945,1496
68,3205,1497
14,154,1497
16,4055,1497
63,2132,1497
58,2645,1498
86,2971,1498
74,3118,1499
57,2406,1499
61,1892,1499
37,2578,1500
11,1490,1500
22,1490,1500
20,3113,1501
70,3091,1502
72,4049,1502
15,4050,1503
15,3235,1504
81,3175,1504
6,3130,1504
57,3142,1504
58,3175,1504
71,4051,1505
42,1653,1505
67,3242,1505
65,2836,1506
35,2060,1506
58,1528,1506
29,1886,1506
6,3241,1507
9,3023,1507
73,1668,1507
44,3021,1508
55,1073,1509
63,3118,1509
55,1490,1510
48,1886,1511
44,135,1511
98,1886,1511
61,4054,1511
66,2836,1511
37,2336,1511
34,1425,1511
69,4047,1512
38,2127,1512
50,2702,1512
26,3412,1512
31,2253,1513
30,2945,1513
40,3153,1514
96,1049,1514
75,2916,1514
21,3184,1515
17,3213,1515
63,1682,1516
88,3207,1516
37,1880,1517
94,2695,1517
13,2653,1517
73,3112,1518
27,558,1518
88,3130,1518
17,3562,1519
5,3240,1519
34,2569,1519
55,2348,1520
76,4041,1521
1,3241,1521
13,3147,1521
72,2870,1521
42,4052,1522
50,3380,1522
1,3363,1523
41,3363,1523
38,3300,1523
13,1886,1524
99,1680,1524
87,3227,1524
38,2532,1525
61,2532,1525
86,2717,1526
48,3319,1526
46,2717,1526
68,3305,1527
88,2710,1527
52,159,1527
93,3562,1527
58,161,1527
48,3021,1527
37,1507,1528
82,3042,1529
54,3120,1529
94,3341,1530
28,3302,1531
35,3302,1531
86,1337,1532
25,2717,1532
27,3360,1532
80,1906,1532
20,3284,1534
88,4048,1534
73,3291,1534
49,810,1535
19,3021,1536
54,3243,1536
40,1073,1537
93,2979,1539
86,1294,1539
36,3412,1540
92,2535,1540
38,4044,1540
87,3291,1542
89,810,1543
23,3242,1543
53,3107,1545
71,1049,1545
42,3107,1545
49,2527,1546
90,3287,1546
8,1826,1546
7,3537,1548
35,3297,1548
76,4046,1548
91,3553,1549
32,3297,1549
57,3445,1549
63,3565,1549
79,3243,1549
78,3284,1550
25,2963,1550
82,3430,1550
71,3291,1550
40,3385,1551
9,1700,1551
87,705,1552
71,3241,1552
72,2205,1553
60,96,1554
85,1718,1554
90,159,1554
44,1849,1554
86,2210,1555
21,3253,1555
73,4037,1555
70,2348,1556
80,3044,1556
31,1500,1556
33,1442,1556
55,1500,1556
47,2583,1556
44,4042,1557
49,3276,1557
63,3066,1558
68,3332,1558
47,2205,1560
56,2702,1560
17,3142,1561
71,3474,1561
76,4045,1561
40,1680,1561
83,3243,1561
38,2717,1562
31,3351,1563
93,1384,1563
12,3252,1563
38,3252,1563
49,2585,1564
78,3107,1564
23,3224,1564
91,2278,1564
68,1485,1564
31,159,1565
54,3171,1565
65,3291,1565
76,2063,1566
93,3316,1566
47,3380,1566
59,2063,1566
93,3345,1567
38,3339,1567
3,3337,1567
30,3337,1567
33,810,1568
27,2979,1568
64,4017,1568
61,3291,1569
14,3107,1570
18,3227,1570
33,3082,1571
42,2648,1571
3,1718,1571
85,3253,1572
21,3349,1572
75,1700,1572
78,761,1573
63,3551,1575
55,3358,1575
56,3430,1576
36,2578,1577
23,4043,1577
39,3314,1578
60,844,1578
84,1411,1578
22,810,1579
87,810,1579
26,2578,1579
50,3066,1579
33,3118,1580
87,3390,1580
82,2037,1580
51,3050,1580
73,3050,1580
80,705,1581
5,955,1583
64,3304,1583
92,3486,1583
67,1791,1584
89,3101,1584
93,3204,1584
44,4017,1585
39,4041,1585
75,3322,1586
81,4015,1587
12,3297,1588
8,3430,1588
61,3289,1588
48,3289,1588
46,3349,1589
59,3391,1589
25,1411,1589
94,2532,1589
40,4039,1589
44,1680,1590
30,1826,1591
68,3315,1591
49,2296,1591
66,3284,1591
72,3546,1591
63,3066,1592
79,3224,1592
16,3198,1593
20,3289,1593
83,2531,1593
31,3430,1593
49,2963,1593
69,2898,1595
46,3241,1596
42,1049,1596
50,2060,1597
18,154,1598
54,3202,1598
21,3284,1600
59,3291,1600
36,1926,1600
20,2278,1600
64,3021,1600
51,3066,1600
53,838,1601
4,4017,1601
35,3042,1601
68,1718,1602
30,4038,1602
70,1073,1602
55,1718,1602
80,3267,1603
38,3305,1604
40,3363,1604
